Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rmsd
ALULEA,1,"4,6-dihydroxy-N,N'-bis(3-hydroxypropyl)isophthalamide",ALULEA.mol,"[33, 34]",1,0.59469048
NUZGIY,1,"Methyl (2R*,3S*,4S*,5R*)-2,3,4,5-tetrahydro-3,4-dihydroxy-5-methoxy-6-oxo-2,4-heptanofuran-3-carboxylate",NUZGIY.mol,"[4, 7]",1,0.594718796
CADDOE,1,"2,2'-(hydrazinediylidenedimethanylylidene)bis(3-aminopyridinium) bis(chloride) dihydrate",CADDOE.mol,"[6, 9]",1,0.594824758
BEJRAJ01,1,Barium β-D-glucopyranose-6-phosphate heptahydrate,BEJRAJ01.mol,"[1, 2]",1,0.595340007
YIHRIQ,1,N-(p-Tolyl)-β-D-galactopyranosylamine,YIHRIQ.mol,"[0, 1]",1,0.595482988
KIMCIV,1,"3-(benzylsulfanyl)-1-(quinazolin-4-yl)-1H-1,2,4-triazol-5-amine",KIMCIV.mol,"[29, 34]",1,0.595486341
NEJTOO,1,"ethyl 3-amino-5-(4-fluorophenyl)-1,2-oxazole-4-carboxylate",NEJTOO.mol,"[2, 5]",1,0.595560025
DXTETC,1,6-Deoxy-5-oxytetracycline hydrochloride hemihydrate ethanol solvate,DXTETC.mol,"[26, 23]",1,0.595578626
JIMRIG,1,"11,11-Ethylenedioxy-5-(2-hydroxyprop-2-yl)-10-methyl-6-oxa-tricyclo(8.4.0.02,7)tetradec-2-en-4-one",JIMRIG.mol,"[23, 16]",1,0.595647036
JAKCOO,1,"4,4'-Dimethyl-3,3'-dinitro-2,2'-azobipyridine",JAKCOO.mol,"[0, 4]",1,0.595730056
USULOK,1,(E)-Ethyl 2-hydroxy-3-nitro-4-phenylbut-3-enoate,USULOK.mol,"[27, 30]",1,0.595800023
HILZAF,1,"ethyl 6-methyl-4-oxo-1,4-dihydroquinoline-3-carboxylate",HILZAF.mol,"[0, 1]",1,0.595917191
GIDFAD,1,"N-(4-nitro-1,2,5-oxadiazol-3-yl)urea",GIDFAD.mol,"[7, 0]",1,0.596035433
XIMYEA,1,"(E)-N-(3,4-dimethyl-1,2-oxazol-5-yl)-4-{[(2-hydroxyphenyl)methylidene]amino}benzene-1-sulfonamide",XIMYEA.mol,"[23, 10]",1,0.596157102
JAZVOV10,1,"1-(5-O-Sulfamoyl-β-D-ribofuranosyl)-1H-1,2,4-triazole-3-carbonitrile",JAZVOV10.mol,"[12, 13]",1,0.596186276
MATZOX,1,"(+)-(1S,4R,5R,9S,2'S)-1-Hydroxy-1,4,7,7,9-pentamethylspiro(4.5)decan-2-one 1'-amino-2'-methoxymethylpyrrolidine hydrazone",MATZOX.mol,"[4, 0]",1,0.596226868
NESBEV,1,"methyl 2-(1,3-dimethoxy-3-oxoprop-1-en-1-yl)-4-(2-hydroxy-4-methoxy-6-methylbenzene-1-carbonyl)-3,6-dimethoxybenzoate",NESBEV.mol,"[40, 43]",1,0.596346915
GAJPEQ,1,"1-(2-hydroxy-2,4,6,6-tetramethylcyclohex-3-en-1-yl)ethan-1-one",GAJPEQ.mol,"[0, 2]",1,0.596403657
JIWPEL,1,"11,17α,21-Trihydroxy-1,4-pregnadien-3,20-dione; 1,2-Dehydrocorticosterone",JIWPEL.mol,"[5, 6]",1,0.596827591
MEQJOI,1,Syringin monohydrate,MEQJOI.mol,"[6, 8]",1,0.596849981
CEJTET,1,2-hydroxy-6-(((4-(2-naphthyloxy)phenyl)iminio)methyl)phenolate,CEJTET.mol,"[1, 2]",1,0.59685823
HIZHII,1,"4,4'-(1,4,2,5-Dioxadiazine-3,6-diyl)bis(1,2,5-oxadiazol-3-amine)",HIZHII.mol,"[5, 2]",1,0.597028354
APENOA,1,"N-(3-(4-amino-1,2,5-oxadiazol-3-yl)-4H-1,2,4-triazol-4-yl)[1,2,4]triazolo[4,3-b][1,2,4,5]tetrazin-6-amine tetrahydrate",APENOA.mol,"[10, 13]",1,0.597103132
GIPRAA,1,"2-(3,4-Dihydroxypyrrolidin-2-yl)-3-phenyl-1,3-thiazolidin-4-one",GIPRAA.mol,"[5, 3]",1,0.597273948
OLUZOL,1,"2-(1,3-Benzothiazol-2-yl)-5-(diphenylamino)phenol",OLUZOL.mol,"[44, 42]",1,0.597330192
SOYGAP,1,2-Acetylpyridinium bromanilate,SOYGAP.mol,"[1, 2]",1,0.597368307
AQANEL,1,1-Amino-2-methyl-4-(triphenylphosphonio)anthraquinone bromide,AQANEL.mol,"[59, 58]",1,0.597374182
RUSJUK,1,"3-Ethyl 7-methyl 9-acetyl-7-hydroxy-1,2-dimethyl-6-oxo-4-phenyl-1,6,7,8-tetrahydro-4H-pyrido(1,2-a)pyrimidine-3,7-dicarboxylate",RUSJUK.mol,"[0, 2]",1,0.597450594
XOWXOX,1,"Methyl 8-hydroxy-12,13-dimethoxy-5-(3-methoxy-3-oxo-1-propen-1-yl)-9-oxotetracyclo[8.4.0.02,7.04,8]tetradeca-1(14),5,10,12-tetraene-3-carboxylate",XOWXOX.mol,"[2, 3]",1,0.597594375
JAVCIS10,1,6-Methylene-5-oxytetracycline hydrochloride,JAVCIS10.mol,"[24, 31]",1,0.597680865
XAPHII,1,"2-methyl-5,7-dihydroxychromone 5-O-β-D-glucopyranoside dihydrate",XAPHII.mol,"[4, 6]",1,0.597868812
RUYXUG,1,"1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione 3-(hydroxycarbonoimidoyl)benzene-1,2-diol dihydrate",RUYXUG.mol,"[3, 10]",1,0.597871119
TEHNOL,1,"N-(1-Methyl-1H-tetrazolyl)-N-(1,1-dioxo-1,2-benzisothiazol-3-yl)imine",TEHNOL.mol,"[21, 1]",1,0.598037507
DUPSIS,1,"ethyl hydroxy(phenyl)1,3-thiazol-2-ylacetate",DUPSIS.mol,"[1, 2]",1,0.598170919
BACQAY,1,"Dimethyl 1R(S),2S(R),3S(R),4R(S),11S(S)R,12S(R),13S(R),14S(R)-2,3-dicyanoheptacyclo(12.6.1.14,11.02,13.03,12.05,10.015,20)docosa-5,7,9,15,17,19-hexaene-12,13-dicarboxylate",BACQAY.mol,"[22, 0]",1,0.598287839
EFODIN,1,"(8-Hydroxy-2,3,6,7-tetrahydro-1H,5H-pyrido[3,2,1-ij]quinolin-9-yl)(4-methylphenyl)methanone",EFODIN.mol,"[11, 4]",1,0.598525161
REFPAV,1,"1-(5-Hydroxy-2,2,8,8-tetramethyl-3,4,9,10-tetrahydro-2H,8H-pyrano[2,3-f]chromen-6-yl)-3-(4-methylphenyl)prop-2-en-1-one",REFPAV.mol,"[0, 3]",1,0.598720164
YUSMIJ,1,"2,7-Dimethyl-4H,5H-pyrano[2,3-b]pyran-4,5-dione monohydrate",YUSMIJ.mol,"[2, 3]",1,0.598730531
GULONO10,1,γ-D-Gulonolactone,GULONO10.mol,"[17, 18]",1,0.598744676
REZJAK,1,"2-benzyl-4-hydroxy-6-methoxy-1H-isoindole-1,3(2H)-dione",REZJAK.mol,"[3, 5]",1,0.598913074
DULLAY,1,"1-(6-Amino-1,3-benzodioxol-5-yl)-3-(2-oxo-1,2-dihydroquinolin-3-yl)prop-2-enone",DULLAY.mol,"[1, 19]",1,0.598913369
PANHUK,1,"4,6-dihydroxy-10-methyl-3-methylidene-2-oxaspiro[4.5]dec-8-ene-1,7-dione hemihydrate",PANHUK.mol,"[0, 1]",1,0.599240113
IPUWEW,1,t-butyl (1S)-1-(hydroxymethyl)-2-[(2E)-2-(3-nitrobenzylidene)hydrazino]-2-oxoethylcarbamate,IPUWEW.mol,"[7, 0]",1,0.599585254
RUKBOP,1,"5α-17-Allyl-3,14-dihydroxy-4,5-epoxymorphinan-6-one monohydrate",RUKBOP.mol,"[0, 1]",1,0.599620935
ILUCAT,1,Ruprechstyril,ILUCAT.mol,"[9, 1]",1,0.599627591
QECQEX,1,"6-(1H-tetrazol-5-yl)tetrazolo[1,5-b][1,2,4]triazin-7-amine methanol solvate",QECQEX.mol,"[1, 2]",1,0.599944876
JESGET,1,5-Hydroxy-2-(4-hydroxyphenyl)-7-methoxy-4-chromanone,JESGET.mol,"[1, 2]",1,0.600204277
KILKAS,1,"(2R,3S)-3-Hydroxy-N,N-dimethylproline monohydrate",KILKAS.mol,"[7, 8]",1,0.600214515
DEKBIE,1,"(2RaSa,5SR)-3,5-Di-t-butyl-2-((3,5-di-t-butyl-2-hydroxyphenyl)-((Z)-methylimino)-methyl)-cyclopent-2-en-1-one",DEKBIE.mol,"[1, 5]",1,0.600242867
DIDNUB,1,"3,3'-(1,4-Phenylene)bis(1-(2-hydroxyphenyl)prop-2-en-1-one)",DIDNUB.mol,"[0, 1]",1,0.600303827
UDOJEC,1,N-(2-(3-Methoxysalicylideneimino)benzyl)-3''-methoxysalicylideneimine,UDOJEC.mol,"[43, 45]",1,0.600433165
HIHHIS,1,2-[(2-aminopyridin-3-yl)methylidene]-N-methylhydrazine-1-carbothioamide,HIHHIS.mol,"[1, 2]",1,0.600434106
RAFVOM,1,ethyl 4-amino-2-(methylsulfanyl)pyrimidine-5-carboxylate,RAFVOM.mol,"[3, 4]",1,0.600563842
AFADEQ,1,"(1R,2S)-1,2-Diphenyl-2-((3bS,4aR)-3,4,4-trimethyl-3b,4,4a,5-tetrahydro-cyclopropa(3,4)cyclopenta(1,2-c)pyrazol-1-yl)ethanol",AFADEQ.mol,"[49, 51]",1,0.60062294
IGODIU,1,"3,6-bis(pyrimidin-2-yl)-1,4-dihydro-1,2,4,5-tetrazine dihydrate",IGODIU.mol,"[15, 13]",1,0.600631566
GAPMOA,1,"Dimethyl 3,4-diphenyl-5-isopropylidene-(1,3)-thiazolidine-2,2-dicarboxylate",GAPMOA.mol,"[3, 10]",1,0.600669691
YUNZIR,1,Toosendanone A,YUNZIR.mol,"[9, 4]",1,0.600694084
DZURID,1,3-Deaza-uridine,DZURID.mol,"[26, 27]",1,0.600715547
IDOLAQ,1,"3-(4-Methylphenyl)-4-[(thiosemicarbazono)methyl]-1,2,3-oxadiazol-3-ium-5-olate 1,4-dioxane solvate",IDOLAQ.mol,"[5, 2]",1,0.600945983
IZANIG,1,"6-Hexyl-7-hydroxy-3-(3-phenyl-1H-1,2,4-triazol-5-yl)-2H-chromen-2-one monohydrate",IZANIG.mol,"[1, 5]",1,0.6010819
FOJKIY,1,"1-((4-Dimethylamino-phenyl)amino)-9,10-anthracenedione",FOJKIY.mol,"[15, 16]",1,0.601097294
JEDTEU,1,"(+)-8-hydroxy-3,3,11,12,12-pentamethyl-1-(3-methylbut-2-en-1-yl)-3,3a,4,5,11,12-hexahydro-1H,7H-1,5-methanodifuro[2,3-c:3',4'-g]xanthene-7,14-dione",JEDTEU.mol,"[5, 0]",1,0.601150569
GEBNOQ,1,tris(2-Pyridyl)methanol,GEBNOQ.mol,"[2, 0]",1,0.60126673
WANXOZ,1,"1a-Allyl-4-(((t-butyl)dimethylsiloxy)methyl)-3-(hydroxymethyl)-1a,2,5,5a-tetrahydro-1-benzoxirene-2,5-diol",WANXOZ.mol,"[7, 6]",1,0.601272265
IZOXEB,1,"4,6,8,10,15-Pentahydroxy-12a,13-dihydrobenzo-[3,4]naphtho[1',2':1,7]cyclohepta[1,2-a]acenaphthylene-3,11,14(12H)-trione methanol solvate pentahydrate",IZOXEB.mol,"[46, 44]",1,0.601281043
KOYMAO,1,"dimethyl 2-(2-ethoxy-2-oxoethyl)-6,10b-dihydropyrrolo[2,1-a]isoquinoline-3,3(5H)-dicarboxylate",KOYMAO.mol,"[6, 2]",1,0.601292464
TULXIK,1,"6-hydroxy-4b,12-dihydro-2'H,5'H,11H-spiro[6,11a-methanodibenzo[a,f]azulene-5,4'-[1,3]oxazolidine]-2',5',11,13(6H)-tetrone",TULXIK.mol,"[3, 0]",1,0.601323831
SALIAZ,1,"2,2'-Azinodi-2-hydroxytoluene",SALIAZ.mol,"[13, 14]",1,0.601324955
SENJAX,1,"(Z)-6-((2-Fluorophenyliminio)methylene)-2,3-dihydroxyphenolate",SENJAX.mol,"[10, 14]",1,0.601503707
VAWMEL,1,"2β-D-Ribofuranosyl-1,2,4-triazole-3(4H)-thione monohydrate",VAWMEL.mol,"[6, 14]",1,0.601561975
ZAFCES,1,"spartein-16-ium bis[1,4-diamino-1,4-dioxobutane-2,3-bis(olato)]borate ethanol solvate",ZAFCES.mol,"[1, 4]",1,0.601565512
KAYTAI,1,"6,12-dihydroxy-15-methyllycopodan-5-one",KAYTAI.mol,"[5, 3]",1,0.601763271
RETLOU,1,"7-hydroxy-7-methyl-3-((2-methyl-6-oxo-4-(trifluoromethyl)pyrimidin-1(6H)-yl)methyl)-6H-isochromene-6,8(7H)-dione monohydrate",RETLOU.mol,"[3, 18]",1,0.601799359
LAXPAD,1,"syn-Methyl 4,8-dioxo-2-phenyl-9-oxabicyclo[4.2.1]nonane-1-carboxylate",LAXPAD.mol,"[28, 31]",1,0.60189977
JAXBAO,1,"4,8-dihydroxy-1a,6,8b-trimethyl-1,1a,1b,2,5,6,8b,9,10,10a-decahydro-3H-cyclopropa[7,8]phenanthro[3,2-b]furan-3-one",JAXBAO.mol,"[2, 1]",1,0.601903939
JUKDIC,1,"1-Hydroxy-9-methyl-2-nitrotricyclo(5.3.1.02,6)undec-11-one",JUKDIC.mol,"[0, 1]",1,0.602154574
NUQRIA,1,"3,4-Dihydroxy-4-(γ-pyridyl)-1-ethylpiperidin-2-one",NUQRIA.mol,"[0, 1]",1,0.602363781
RERMUZ,1,"4-oxo-3-((trimethylsilyl)methyl)-3,4-dihydroimidazo[5,1-d][1,2,3,5]tetrazine-8-carboxamide",RERMUZ.mol,"[3, 28]",1,0.60245479
BAFLAX,1,"(2,2-Dimethyl-4H-[1,3]dioxino[4,5-c]pyridine-5,6,8-triyl)trimethanol",BAFLAX.mol,"[0, 8]",1,0.6024802
DEZHOI,1,N-[(2-hydroxynaphthalen-1-yl)(3-methylphenyl)methyl]acetamide,DEZHOI.mol,"[2, 0]",1,0.602575299
DAZRUS,1,2-(Nitrato)-2-phenylmalonamic acid ethyl ester,DAZRUS.mol,"[21, 25]",1,0.602678965
VIRXOJ,1,Methyl cis-(3-benzamido-2-piperidinone-6-carboxylate),VIRXOJ.mol,"[2, 5]",1,0.602952826
LUQMEP,1,"2-(2-Hydroxyphenyl)-5,6-dimethyl-1,3,6-triazabicyclo(3.1.0)hexane",LUQMEP.mol,"[4, 0]",1,0.603062382
BOCJOS,1,"5-Methyl-1,3,4,6-tetraoxaperhydropyrrolo(3,4-c)pyridine",BOCJOS.mol,"[11, 12]",1,0.603141
DOJBIQ,1,"5,5'-dimethyl-2'-phenyl-1',2'-dihydro-1H,3'H-[3,4'-bipyrazol]-3'-one 5-methyl-4-(5-methyl-1H-pyrazol-2-ium-3-yl)-3-oxo-2-phenyl-2,3-dihydropyrazol-1-ide monohydrate",DOJBIQ.mol,"[3, 0]",1,0.603164535
VOVXEL,1,Ethyl 3-(difluoromethyl)-4-(trifluoromethyl)-1H-pyrazole-5-carboxylate,VOVXEL.mol,"[5, 7]",1,0.603294328
USAVAN,1,1-methyl-1H-benzimidazole-2-carboxamide,USAVAN.mol,"[3, 2]",1,0.60342594
AGEFUQ,1,1-(2-hydroxyphenyl)-3-(5-methylthiophen-2-yl)prop-2-en-1-one,AGEFUQ.mol,"[1, 10]",1,0.603450355
ZIPXUT,1,"3-(4-Methoxyphenyl)-5-(quinolin-2-yl)-4H-1,2,4-triazol-4-amine",ZIPXUT.mol,"[1, 5]",1,0.603580501
JUZCEO,1,"6-hydroxy-3,5,6-trimethylcyclohexa-2,4-dien-1-one",JUZCEO.mol,"[2, 0]",1,0.603654031
TEVVOG,1,"1,3,8-Trihydroxy-6-methylanthraquinone monohydrate",TEVVOG.mol,"[0, 6]",1,0.603675967
RAFBAB,1,"3,4-Dihydroxy-1-methyl-2-oxo-4-(γ-pyridyl)piperidine",RAFBAB.mol,"[0, 1]",1,0.604066085
RUXLOL,1,"3-Methoxy-13α-estra-1,3,5(10)-triene-16β,17β-diol",RUXLOL.mol,"[42, 46]",1,0.604067938
IGUXUF,1,methyl (3-(benzyloxy)-4-hydroxy-5-methoxytetrahydrofuran-2-yl)(hydroxy)acetate,IGUXUF.mol,"[34, 36]",1,0.604265678
FELCEG,1,"Dibenzyl 4,4a-dihydroxyhexahydro[1,2]oxazino[5,6-d][1,2]oxazine-2,6-dicarboxylate",FELCEG.mol,"[20, 21]",1,0.604396751
GEXQOR,1,(Z)-1-(Hydroxyimino)-4-(phenylamino)naphthalen-2(1H)-one,GEXQOR.mol,"[29, 30]",1,0.604427649
JOGLAV,1,"4,10-dihydroxy-8-methyl-3-oxo-1,3-dihydro[1]benzofuro[3,2-e][2]benzofuran-7-carboxylic acid dimethyl sulfoxide solvate",JOGLAV.mol,"[2, 1]",1,0.604581629
SUQCAK,1,"10-(6,7-difluoro-1-hydroxy-1,2-dihydronaphthalen-2-yl)-1,8-dihydroxyanthracen-9(10H)-one",SUQCAK.mol,"[4, 6]",1,0.604745343
POBCEO,1,Methylammonium citrate,POBCEO.mol,"[2, 3]",1,0.604803296
GACPEI,1,Kenganthranol A,GACPEI.mol,"[19, 0]",1,0.604826367
VORNIZ,1,3-Amino-4-acetyl-5-methylpyrazole,VORNIZ.mol,"[0, 3]",1,0.604981234
QAQGUM,1,"1,4,9-Trihydroxy-3-methoxy-2,3,6b,7-tetrahydrobenzo[j]fluoranthen-8(1H)-one",QAQGUM.mol,"[3, 4]",1,0.605307174
EQUBEZ,1,"11,16,20-trihydroxy-15-methyl-8,13,17-trioxahexacyclo[14.2.2.11,12.02,10.05,9.015,21]henicosa-5(9),6-diene-4,14-dione monohydrate",EQUBEZ.mol,"[5, 8]",1,0.605413551
WEPDEB,1,N-(2-(((2E)-2-(2-hydroxybenzylidene)hydrazino)carbonyl)phenyl)benzamide,WEPDEB.mol,"[1, 3]",1,0.605518137
TUGGAD,1,"2-Hydroxy-8,9-dimethoxy-3-oxo-2,3,5,6,11,12,13,13a-octahydro-1H-cyclopenta(2,3)pyrido(2,1-a)isoquinoline-2-carboxylic acid ethyl ester",TUGGAD.mol,"[5, 2]",1,0.605624866
OFOGAR01,1,"3',5-Dihydroxy-3,4'-dimethoxy-7-(3-methylbut-2-enyloxy)flavone",OFOGAR01.mol,"[2, 3]",1,0.605714728
NADCEC,1,"5-Hydroxy-4-methoxy-2,5-bis(methoxycarbonyl)cyclopent-2-ene-1-carboxylic acid",NADCEC.mol,"[23, 25]",1,0.605731065
NOLFUS,1,"(1R,2S,4r)-4-(2-methoxyphenyl)-1,2-diphenylcyclopentane-1,2-diol",NOLFUS.mol,"[0, 2]",1,0.605812586
CICVUF,1,"1,4,7,10,13,16-Hexaoxacyclo-octadecane bis(2-(2-benzimidazolyl)-guanidine) clathrate",CICVUF.mol,"[5, 0]",1,0.605842122
URUQUU,1,Leosibirone B,URUQUU.mol,"[0, 1]",1,0.605938159
RUZMOO,1,"2-(5,6-Dimethyl-1H-benzimidazol-2-yl)guanidine phthalimide",RUZMOO.mol,"[4, 0]",1,0.606230878
DOWSUG,1,2-[({[4-(diphenylamino)phenyl]methylidene}hydrazinylidene)methyl]-6-methoxyphenol,DOWSUG.mol,"[5, 1]",1,0.606312658
WAYPIX,1,"Methyl 2-(3-furyl)-7-hydroxy-6a,10b-dimethyl-4-oxo-1,4,4a,5,6,6a,7,10,10a,10b-decahydro-2H-benzo[f]isochromene-7-carboxylate",WAYPIX.mol,"[6, 1]",1,0.606382716
EVIJIC,1,"20-N-Ethyl-1,8,14-trihydroxy-16β,18-dimethoxylycoctonine",EVIJIC.mol,"[3, 2]",1,0.606450299
TOFZOG,1,12b-hydroxy-dehydroepiandrosterone,TOFZOG.mol,"[2, 1]",1,0.606473971
SOYFUI,1,"2,10-Dihydroxy-13-methyl-13-azatetracyclo[9.3.1.02,10.03,8]pentadeca-3(8),4,6-triene-9,15-dione",SOYFUI.mol,"[1, 3]",1,0.606480671
HOTTOA,1,"4-(3-Carboxy-1-cyclopropyl-6-fluoro-8-methoxy-4-oxo-1,4-dihydro-7-quinolinyl)-2-methylpiperazin-1-ium chloride",HOTTOA.mol,"[6, 7]",1,0.606565093
PILGEX,1,4-methoxy-N-((1E)-(2-nitrophenyl)methylene)benzhydrazide,PILGEX.mol,"[6, 0]",1,0.606813912
HIFBII,1,"N'-(4-Hydroxy-3-methoxybenzylidene)-3,5-dimethoxybenzohydrazide monohydrate",HIFBII.mol,"[6, 3]",1,0.606824422
EMOMUP,1,"5-(2,4-Difluorophenyl)-N'-(2-methoxybenzylidene)-2-furohydrazide",EMOMUP.mol,"[7, 3]",1,0.606856446
QUMKUF,1,"2-Hydroxy-1,8,8-trimethylbicyclo[3.2.1]octan-3-one",QUMKUF.mol,"[2, 0]",1,0.606925171
DAZLAS,1,2'-(2-Hydroxybenzylidene)-2-hydroxybenzoylhydrazide,DAZLAS.mol,"[4, 0]",1,0.607072219
VIHTAI,1,"3-(8,11b-Dimethyl-3-oxo-2,3,6,7,8,9,10,11,11a,11b-decahydro-8,11-epoxy-6a,9-methanocyclohepta(f)quinolin-4(1H)-yl)-2,4-dihydroxybenzoic acid",VIHTAI.mol,"[54, 51]",1,0.60731941
KAYSAE,1,"5-Hydroxy-3,7,4'-trimethoxyflavone",KAYSAE.mol,"[3, 4]",1,0.607354021
NIBCOR,1,"1,10b(R)-(Carbonato-O,O')-2,3,4-tri-O-acetylepipancratistatin",NIBCOR.mol,"[18, 20]",1,0.607445076
DXHPYC10,1,"1,6-Dimethyl-4-oxo-1,6,7,8-tetrahydro-3-homopyrimidazole-carboxylic acid",DXHPYC10.mol,"[29, 27]",1,0.607481059
ROXCAK,1,"2-(8,16,17-Triazatetracyclo[7.7.1.02,7.010,15]heptadeca-2,4,6,10,12,14-hexaen-17-ylmethyl)aniline",ROXCAK.mol,"[1, 2]",1,0.607533659
HOFLAP,1,"(1S,2S,5S,6S)-5,6-Dihydroxy-6-methylcyclohex-3-ene-1,2-diyl diacetate",HOFLAP.mol,"[6, 9]",1,0.607636019
YAWYAW,1,"5,6,7,8-Tetrahydro-6,8-dihydroxy-2,2,6,8-tetramethyl-7-methylenechroman-5-one",YAWYAW.mol,"[8, 11]",1,0.607980532
HETYAJ,1,ethyl {4-hydroxy-1-(4-methoxybenzene-1-carbonyl)-3-[(4-methoxyphenyl)diazenyl]naphthalen-2-yl}acetate,HETYAJ.mol,"[1, 4]",1,0.608027004
DAJZOD,1,"(22R,23S,25R)-22,26-Epimino-3β,23-dihydroxy-5α-cholestan-4-one ammonium acetate",DAJZOD.mol,"[5, 3]",1,0.608063506
CIFRIS,1,"2,3-Dimethyl-5,8-dihydroxy-1,4-naphthoquinone",CIFRIS.mol,"[15, 13]",1,0.608103592
ROTREZ,1,"2-((4-hydroxyphenyl)carbonoimidoyl)phenol 4,4'-bipyridine",ROTREZ.mol,"[18, 25]",1,0.608107626
WASBUO,1,Ammonium hydrogen D-saccharate,WASBUO.mol,"[3, 4]",1,0.608359972
FOKGUJ,1,"4-(1-methyl-1H-benzimidazol-3-ium-2-yl)-1H-1,2,3-triazole-5-carboxylate",FOKGUJ.mol,"[0, 4]",1,0.608505382
LEWVAN,1,"methyl 7,8-dihydroxy-3a,8-dimethyl-1-isopropyl-3,3a,4,5,6,7,8,9-octahydrocyclohepta[e]indene-5a(2H)-carboxylate",LEWVAN.mol,"[0, 2]",1,0.608526393
TIYYEF,1,1-Phenyl-4-t-butylcarbonyl-deoxyribofuranose,TIYYEF.mol,"[6, 13]",1,0.608602673
LENRIF,1,"Methyl (4Z,5Z)-5-acetoxymethylene-2-methoxy-4-(p-tolylhydrazono)-3-oxo-1-cyclopentene-1-carboxylate",LENRIF.mol,"[18, 17]",1,0.608850064
BOLBAH,1,"1,3,7-Trimethyl-3,7-dihydro-1H-purine-2,6-dione 5,7-dihydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one",BOLBAH.mol,"[1, 2]",1,0.60889762
DICDAW,1,"2,3-Diaminopyridinium 4-nitrophenol 4-nitrophenolate",DICDAW.mol,"[5, 2]",1,0.608929566
RAKYOS,1,"Dimethyl 2,3-bis(t-butoxycarbonylamino)fumarate",RAKYOS.mol,"[4, 28]",1,0.60903588
ZELRIT,1,"5,8-Dihydroxytetracyclo[10.2.2.02,11.04,9]hexadeca-4,6,8,13-tetraene-3,10-dione",ZELRIT.mol,"[2, 21]",1,0.609208468
CEMNIU,1,"N'-(4-fluorobenzylidene)-3,4-dimethoxybenzohydrazide",CEMNIU.mol,"[5, 3]",1,0.609390106
WENJOR,1,1-(1-hydroxynaphthalen-2-yl)-3-(naphthalen-1-yl)prop-2-en-1-one,WENJOR.mol,"[38, 39]",1,0.609403353
DIGXAV,1,2-[(pyridin-3-yl)diazenyl]aniline,DIGXAV.mol,"[10, 22]",1,0.609695999
QUMMAN,1,"1,2-O-Isopropylidene-3-C-(2'-oxo-3'-(4-nitrophenyl)propyl)-α-D-ribofuranose-(2'-C,5-O)-hemiketal",QUMMAN.mol,"[2, 5]",1,0.609734569
ZOGCEG,1,"3,6-dihydroxy-8-methoxy-11,12a-dimethyl-1,3,3a,12a-tetrahydro-2H,5H,11H-3,11-methano-4,10,12-trioxacyclopenta[d]phenanthrene-2,5-dione",ZOGCEG.mol,"[1, 5]",1,0.609937065
CESCAG,1,N-(2-Isopropyl-4-(morpholin-4-yl)-5-oxotetrahydrofuran-3-yl)-3-phenylpropanamide,CESCAG.mol,"[4, 1]",1,0.60999931
LEVXIT,1,"3,6a,9-Trihydroxydibenzo(b,kl)xanthene-4,8,13(6aH)-trione",LEVXIT.mol,"[22, 21]",1,0.610014031
WACFEN,1,1-(2-Hydroxybenzoyl)thiosemicarbazide hemihydrate,WACFEN.mol,"[7, 8]",1,0.610019977
PANFOC,1,"3,5,8,10-tetrahydroxy-6-(hydroxymethyl)-1,3,4,4a,9a,10-hexahydroanthracen-9(2H)-one",PANFOC.mol,"[8, 9]",1,0.610054535
UXAZEZ,1,"Ethyl 7-aminotetrazolo[1,5-b][1,2,4]triazine-6-carboxylate monohydrate",UXAZEZ.mol,"[1, 5]",1,0.610063567
LEYVES,1,"3a-Hydroxy-6,9-dimethyl-3-methylenedecahydrobenzo[de]chromene-4,8-dione",LEYVES.mol,"[3, 1]",1,0.610170973
REFPOJ,1,"3-(2,4-Dimethoxyphenyl)-1-(7-hydroxy-2,2-dimethyl-3,4-dihydro-2H-chromen-6-yl)prop-2-en-1-one",REFPOJ.mol,"[3, 1]",1,0.610301434
ZZZIIO03,1,"6-methoxycyclohexane-1,2,3,4,5-pentol",ZZZIIO03.mol,"[3, 5]",1,0.610320621
YETNAP,1,"1-[3-hydroxy-1-methoxy-6-methyl-9-(propan-2-yl)-5a,8,9,9a-tetrahydrodibenzo[b,d]furan-4-yl]-2-methylpropan-1-one",YETNAP.mol,"[2, 0]",1,0.610325291
WAZCOS,1,"N,N'-dihydroxy-1,10-phenanthroline-5,6-diimine",WAZCOS.mol,"[20, 24]",1,0.610326319
OCAVIA,1,"4-t-butyl-2-(5-(5-t-butyl-2-methoxyphenyl)[1,3]thiazolo[5,4-d][1,3]thiazol-2-yl)phenol",OCAVIA.mol,"[5, 2]",1,0.610428943
UPUPUR,1,"5-(((2-Furylmethyl)amino)methylene)-6-oxocyclohexa-1,3-diene-1-carboxylic acid",UPUPUR.mol,"[9, 0]",1,0.610504095
DORKAX,1,(+)-Varitriol,DORKAX.mol,"[33, 35]",1,0.610615894
VEZKOD,1,"N',N''-(butane-2,3-diylidene)bis(pyridine-2-carbohydrazide)",VEZKOD.mol,"[1, 2]",1,0.610746529
