Ligand,Bite_Angle,D_Bite_Angle,Cone_Angle,Sterimol_B1,Sterimol_B5,Sterimol_L,PC_Buried_Volume_3-5A,PC_Buried_Volume_5A,PC_Buried_Volume_7A,SASA,HOMO_Energy,LUMO_Energy,Cu-L1,Cu-L2,D_Cu-L1,D_Cu-L2,Cu-I,Cu-C,C-I,I-C-Cu,Lowdin_Charge_Cu,Lowdin_Charge_C,Lowdin_Charge_I,Lowdin_Charge_L1,Lowdin_Charge_L2,Bonded_Valence_Cu,Bonded_Valence_C,Bonded_Valence_I,Bonded_Valence_L1,Bonded_Valence_L2,Atomic_Population_Cu,Atomic_Population_C,Atomic_Population_L1,Atomic_Population_L2,Bond_Order_Cu_I,Bond_Order_Cu_C,Bond_Order_C_I,Bond_Order_Cu_L1,Bond_Order_Cu_L2,Orbital_Charge_C_s,Orbital_Charge_C_pz,Orbital_Charge_C_px,Orbital_Charge_C_py,Orbital_Charge_I_s,Orbital_Charge_I_pz,Orbital_Charge_I_px,Orbital_Charge_I_py,Orbital_Charge_I_d,Orbital_Charge_I_dxz,Orbital_Charge_I_dyz,Orbital_Charge_I_dxy,Orbital_Charge_I_dz2,Orbital_Charge_I_dx2y2,Orbital_Charge_Cu_s,Orbital_Charge_Cu_p,Orbital_Charge_Cu_pz,Orbital_Charge_Cu_px,Orbital_Charge_Cu_py,Orbital_Charge_Cu_d,Orbital_Charge_Cu_dxz,Orbital_Charge_Cu_dyz,Orbital_Charge_Cu_dxy,Orbital_Charge_Cu_dz2,Orbital_Charge_Cu_dx2y2,Orbital_Charge_L1_px,Orbital_Charge_L1_d,Orbital_Charge_L1_dxz,Orbital_Charge_L1_dxy,Orbital_Charge_L1_dz2,Orbital_Charge_L1_dx2y2,Orbital_Charge_L2_pz,Orbital_Charge_L2_px,Orbital_Charge_L2_d,Orbital_Charge_L2_dxz,Orbital_Charge_L2_dz2,ImgFre,Ea
PUQQAW,83.61,11.94,192.6,1.7,9.9,8.69,32.2,25.9,17.8,708.69,-3.9239,-1.5586,2.07,2,-0.15,-0.08,2.59,2.25,2.19,71.36,-0.4442,-0.297,0.5602,0.0448,0.1777,2.4091,3.3939,1.3269,1.9297,2.0719,29.058,5.4577,8.5322,8.3581,0.5059,0.1665,0.6575,0.3759,0.3204,2.767,0.9841,0.938,1.0269,3.5543,3.3989,3.7427,3.5564,10.1618,2.036,2.044,2.023,2.0338,2.0251,6.3152,12.5737,4.2548,4.1732,4.1456,10.555,2.1558,2.1291,2.0879,2.0944,2.0878,1.413,0.0696,0.0161,0.0196,0.0082,0.022,1.3785,1.4327,0.0773,0.0182,0.0091,-165.35,18.6
PUSZAF,86.3,-2.27,180.13,5.52,8.15,9.82,30.1,27.7,26.4,845.44,-4.1556,-2.1725,2.19,1.99,-0.11,0.1,2.6,2.12,2.2,73.87,-0.4065,-0.3036,0.5703,0.176,0.2103,2.5489,3.4953,1.3459,2.0965,2.1154,29.1363,5.4607,8.3958,8.355,0.5382,0.2642,0.6493,0.26,0.4129,2.7608,0.9224,0.943,1.0834,3.5595,3.1821,3.7238,3.7867,10.1534,2.0527,2.0287,2.0116,2.0514,2.0091,6.3063,12.5457,4.256,4.1693,4.1204,10.5541,2.1766,2.1219,2.1037,2.0978,2.0541,1.4372,0.071,0.0142,0.0236,0.0086,0.0211,1.3581,1.4772,0.0784,0.0121,0.0089,-58.96,16.1
PUTYUA,82.53,4.79,184.91,3.95,8.31,11,34.2,30.8,26.7,836.54,-3.7822,-1.0356,2.17,1.99,-0.19,-0.02,2.6,2.32,2.21,69.96,-0.4433,-0.282,0.5304,0.1386,-0.0416,2.524,3.4813,1.3087,1.9098,1.8799,29.0836,5.5018,8.5109,8.5797,0.482,0.1734,0.6457,0.2494,0.6219,2.774,0.9745,0.942,1.0201,3.559,3.4592,3.7401,3.5135,10.1727,2.0378,2.048,2.0281,2.0315,2.0272,6.3301,12.5719,4.2496,4.1728,4.1495,10.541,2.1824,2.1364,2.0832,2.0732,2.0659,1.4212,0.0722,0.0178,0.0211,0.0096,0.0182,1.6219,1.4289,0.0681,0.0115,0.0082,-185.25,16.5
PYRNAH,82.24,2.06,191.45,1.82,6.17,7.35,32.8,22.6,12.3,571.21,-4.0571,-1.2789,2.13,2.08,-0.07,-0.09,2.62,1.94,2.3,75.55,-0.3736,-0.2972,0.4134,0.107,0.1555,2.8365,3.4359,1.1975,2.0546,2.8898,29.062,5.4429,8.4088,7.2012,0.5067,0.3674,0.5396,0.313,0.4175,2.7601,0.8917,0.9594,1.0861,3.6014,3.1936,3.783,3.8409,10.148,2.0582,2.0215,2.0109,2.0499,2.0075,6.3039,12.5858,4.2571,4.1935,4.1353,10.4836,2.1804,2.133,2.1182,2.0486,2.0034,1.4415,0.0711,0.014,0.0248,0.0081,0.0196,1.2265,1.2574,0.2239,0.0251,0.0211,-90.43,29.1
QACXUP,88.33,-0.93,187.64,1.85,8.05,10.46,30.2,18.2,10.6,672.01,-3.8948,-1.4561,1.91,2.1,0.1,-0.13,2.57,2.11,2.2,72.92,-0.4558,-0.303,0.5446,0.2354,-0.1077,2.6316,3.5285,1.2972,2.1801,1.8178,29.0789,5.4758,8.2604,8.6192,0.5135,0.2608,0.6297,0.3971,0.3996,2.7599,0.9386,0.9455,1.0591,3.5515,3.2949,3.7361,3.683,10.1643,2.0461,2.0383,2.0209,2.0446,2.0144,6.2994,12.5939,4.2602,4.1785,4.1551,10.5622,2.1728,2.1348,2.098,2.104,2.0524,1.4489,0.0861,0.0145,0.0316,0.0096,0.0214,1.6671,1.3765,0.0665,0.0149,0.0083,-106.04,25.7
QAFPOF,90.89,6.64,194.23,1.89,11.55,8.65,30.5,21.7,14.8,768.31,-4.2538,-3.0056,1.91,1.96,-0.07,-0.07,2.59,2.06,2.39,70.62,-0.395,-0.2335,0.3523,0.1627,0.0986,3.1163,3.3284,1.2495,2.0755,2.032,29.1491,5.3569,8.4221,8.4154,0.6477,0.2551,0.4022,0.504,0.4694,2.7708,0.9648,0.9784,0.9608,3.6264,3.544,3.7942,3.5299,10.1357,2.0277,2.0428,2.0221,2.0245,2.0187,6.3005,12.6661,4.24,4.2224,4.2037,10.4278,2.1642,2.0816,2.0489,2.088,2.045,1.413,0.0808,0.0199,0.0206,0.011,0.0216,1.4546,1.3979,0.0738,0.0195,0.0112,-183.97,24.8
QAFSIZ02,79.46,15.97,200.94,2.87,7.42,8.34,37.5,28.8,17.3,681.73,-4.15,-1.1874,2.13,2.15,-0.2,-0.16,2.69,2.14,2.21,76.25,-0.3796,-0.3055,0.5154,0.1453,0.1349,2.593,3.4364,1.3094,2.0282,2.9481,29.1418,5.4347,8.3988,7.2409,0.4121,0.218,0.7235,0.2545,0.3972,2.7702,1.0221,0.9372,0.9897,3.5864,3.5581,3.7231,3.4426,10.1522,2.028,2.0424,2.0259,2.0207,2.0351,6.3216,12.5479,4.238,4.1795,4.1303,10.5098,2.1062,2.117,2.1196,2.0903,2.0768,1.4077,0.0716,0.0178,0.0033,0.0284,0.003,1.246,1.1998,0.2239,0.0296,0.0586,-100.62,19.6
QAGSEZ,79.22,2.71,219.91,2.47,8.36,8.2,35.9,26.9,17.8,698.56,-4.2967,-2.0422,2.01,2.23,-0.04,-0.13,2.63,2.1,2.25,74.37,-0.4058,-0.2896,0.5087,0.2833,0.1801,2.8395,3.5356,1.3353,3.1534,2.0678,29.2435,5.4574,7.063,8.358,0.5781,0.2599,0.5649,0.4727,0.2377,2.7694,1.0055,0.9906,0.9536,3.5861,3.7039,3.7237,3.2991,10.1561,2.0196,2.0536,2.0305,2.0174,2.0351,6.3133,12.6071,4.2586,4.1594,4.1891,10.4851,2.0673,2.1164,2.1798,2.0448,2.0768,1.145,0.2453,0.0347,0.0615,0.0338,0.065,1.363,1.4816,0.0707,0.0116,0.0086,-120.52,15.3
QAHPIZ,96.78,-0.28,199.78,2.66,9.83,11.71,34,24.3,14.7,759.69,-3.9588,-2.8753,2.25,2,-0.25,-0.08,2.59,2.03,2.28,73.61,-0.4019,-0.2876,0.4399,0.1373,0.0704,2.8257,3.4968,1.2334,3.028,1.9372,29.067,5.4676,7.0693,8.4473,0.5541,0.345,0.5183,0.2714,0.4555,2.7643,0.9081,0.9339,1.0894,3.5859,3.2252,3.7576,3.8153,10.1547,2.0393,2.0233,2.0143,2.0657,2.0122,6.3145,12.5928,4.2517,4.1977,4.1433,10.4943,2.1122,2.149,2.1106,2.0531,2.0694,1.1566,0.2845,0.0482,0.0555,0.0563,0.0578,1.5917,1.4493,0.0714,0.0153,0.0093,-128.74,19
QAJVOO,75.74,4.3,213.82,2.32,8.57,8.82,34.2,26,17,703.74,-4.2992,-2.0091,2.29,2.09,-0.18,-0.11,2.62,2.03,2.27,74.98,-0.4044,-0.2914,0.4886,0.1605,0.1745,2.7453,3.5193,1.324,2.9623,2.0499,29.1634,5.4694,7.093,8.4106,0.6119,0.3224,0.5416,0.2223,0.3393,2.7672,1.0235,0.9756,0.952,3.5942,3.6993,3.7252,3.3194,10.1515,2.0174,2.0519,2.031,2.0159,2.0353,6.3128,12.6025,4.2571,4.1758,4.1696,10.4888,2.0186,2.1248,2.1861,2.0716,2.0877,1.0978,0.2901,0.044,0.0712,0.0427,0.0733,1.4075,1.4483,0.0741,0.0134,0.0098,-107.2,12
QAJYOP,79.82,2.21,171.22,1.7,5.03,7.37,28.2,19.3,9.9,531.31,-4.1686,-1.554,1.98,2.35,0.09,-0.26,2.59,2.13,2.2,73.2,-0.4096,-0.3033,0.5801,0.1795,0.1185,2.4688,3.484,1.3615,2.1395,2.8494,29.0784,5.4726,8.3427,7.2779,0.5412,0.2356,0.6661,0.4245,0.194,2.7625,0.9322,0.948,1.0691,3.5562,3.2307,3.7221,3.7331,10.1534,2.0481,2.0334,2.015,2.0461,2.0108,6.3209,12.5457,4.2568,4.1727,4.1162,10.5426,2.1772,2.1247,2.1002,2.0964,2.044,1.4483,0.0788,0.0137,0.0283,0.009,0.0207,1.154,1.1853,0.2651,0.0367,0.0297,-57.12,23.4
QAQMUS,82.89,0.13,189.85,1.7,11.51,9.83,32.4,23.3,13.9,772.68,-4.3344,-2.0676,2.07,1.96,-0.05,0.02,2.55,1.99,2.32,72.32,-0.4311,-0.2717,0.4657,0.2443,0.1456,3.0689,3.245,1.3088,3.1992,2.0851,29.2007,5.3066,7.0876,8.3847,0.6871,0.2886,0.4533,0.4449,0.4676,2.7617,1.0731,0.9574,0.8932,3.5894,3.7698,3.7684,3.2388,10.1466,2.016,2.0315,2.046,2.0173,2.0358,6.2985,12.6628,4.2465,4.2079,4.2084,10.4694,2.1321,2.1483,2.138,2.0598,1.9912,1.2147,0.2475,0.0376,0.0768,0.0201,0.0791,1.4101,1.4804,0.0767,0.0108,0.0088,-124.47,23.2
QARFUM,90.87,7.19,183.52,3.47,7.37,10.42,36,27.3,18.3,734.59,-3.8904,-0.856,2,2.22,-0.09,-0.22,2.66,2.21,2.18,74.49,-0.4265,-0.3076,0.5264,-0.104,0.1653,2.4609,3.4707,1.2812,1.8366,2.0063,29.0702,5.4967,8.618,8.3993,0.3696,0.1905,0.7228,0.5942,0.1582,2.7688,0.9541,0.9424,1.0546,3.5625,3.4226,3.6625,3.6333,10.1679,2.0478,2.0374,2.0313,2.0373,2.0141,6.3366,12.5425,4.2362,4.1503,4.156,10.5471,2.1287,2.1487,2.1105,2.1038,2.0554,1.3472,0.0641,0.0152,0.0164,0.0082,0.021,1.4553,1.3509,0.0729,0.0205,0.0226,-149.25,19.9
QARHUN,94.27,8.68,185.19,3.12,10.68,8.72,36.7,32.9,23,819.25,-3.8341,-0.9683,2.08,2.19,-0.07,-0.27,2.57,2.27,2.19,70.5,-0.461,-0.2925,0.5893,-0.0302,0.1414,2.4409,3.4357,1.3443,1.7939,1.9895,29.0383,5.4831,8.6219,8.4517,0.4771,0.151,0.6518,0.4155,0.1888,2.7682,1.0039,0.9468,0.994,3.5425,3.6101,3.6748,3.38,10.1769,2.0323,2.0407,2.0462,2.0301,2.0276,6.3272,12.5668,4.253,4.1563,4.1574,10.5668,2.1582,2.1385,2.1053,2.1003,2.0645,1.378,0.0665,0.0161,0.0173,0.0089,0.0204,1.4553,1.4357,0.0733,0.0235,0.019,-164.42,5.5
QATCIY,80.28,-5.69,174.04,2.33,9.9,8.92,35.9,29.6,20.7,696.57,-4.0205,-2.3549,2.21,2.02,0.2,-0.1,2.61,2.2,2.2,72.65,-0.416,-0.2976,0.5245,0.1484,-0.0474,2.5507,3.4288,1.3023,2.0723,1.6928,29.0592,5.4605,8.3955,8.7263,0.4942,0.231,0.6278,0.2672,0.4517,2.7676,0.9567,0.9452,1.0461,3.562,3.3424,3.7513,3.6288,10.1662,2.043,2.043,2.0206,2.039,2.0206,6.3197,12.5581,4.2551,4.1741,4.1289,10.5378,2.1818,2.1416,2.0898,2.0686,2.056,1.4542,0.0713,0.0115,0.0257,0.0084,0.0233,1.6225,1.4464,0.0673,0.013,0.0083,-166.11,0.7
QAZXEU,62.63,1.94,184.14,3.21,7.05,11.18,32.3,24.9,14.4,685.73,-3.7994,-0.8496,2.25,2.03,-0.11,-0.02,2.59,2.48,2.17,67.24,-0.4248,-0.2901,0.5995,0.0554,0.1367,2.2503,3.4706,1.3598,1.9501,2.868,29.0757,5.5523,8.4985,7.3185,0.4555,0,0.7364,0.2104,0.4289,2.7763,0.9527,0.9321,1.0639,3.5464,3.2881,3.6985,3.6714,10.1694,2.0462,2.0374,2.0203,2.047,2.0185,6.3389,12.5432,4.2611,4.1806,4.1015,10.5423,2.1746,2.108,2.0752,2.0906,2.0939,1.4663,0.0673,0.0112,0.0235,0.0084,0.0175,1.2217,1.3089,0.2179,0.0236,0.024,-95.67,28.4
QAZYAR,79.45,2.41,189.2,2.94,6.34,9.61,34.3,26.8,15.6,655.07,-3.8874,-0.9456,2.17,2.02,-0.15,-0.01,2.6,2.37,2.19,69.51,-0.4667,-0.2899,0.5616,0.1084,0.0944,2.5354,3.3988,1.3473,2.9063,2.9935,29.1745,5.4829,7.2238,7.2117,0.495,0,0.6851,0.3185,0.4987,2.7738,0.9793,0.9356,1.0321,3.5567,3.3603,3.7381,3.5885,10.1692,2.0364,2.0448,2.0203,2.0388,2.0289,6.3303,12.6101,4.2688,4.1827,4.1586,10.526,2.1622,2.1099,2.0823,2.083,2.0886,1.184,0.2759,0.0369,0.086,0.0269,0.0716,1.2339,1.3104,0.2216,0.0256,0.0223,-113.57,26
QEBBIK,80.73,1.88,179.01,1.7,6.77,5.73,29.7,20.6,10.7,561.49,-4.1308,-2.29,1.97,2.09,0,-0.12,2.56,2.2,2.22,70.83,-0.4763,-0.2815,0.5776,0.0092,0.0694,2.68,3.5414,1.3672,1.8829,3.0275,29.1065,5.5053,8.3471,7.0686,0.5483,0.1853,0.6492,0.4455,0.3801,2.7673,0.951,0.9453,1.039,3.557,3.342,3.7307,3.6134,10.1549,2.0381,2.0401,2.0213,2.0383,2.017,6.3176,12.6186,4.2663,4.1893,4.163,10.5397,2.1844,2.1287,2.106,2.0539,2.0667,1.3441,0.1008,0.0176,0.0397,0.0134,0.0202,1.1248,1.312,0.2922,0.0329,0.0301,-164.14,23.9
QECQIB,80.96,1,192.89,1.72,6.4,7.69,32.8,24.4,13,560.74,-4.7389,-2.459,2.19,2.02,-0.08,-0.06,2.57,2.01,2.32,72.53,-0.4248,-0.2662,0.4826,0.2102,0.0834,2.9727,3.4472,1.278,2.9487,3.0796,29.2233,5.3638,7.1433,7.0031,0.6141,0.3221,0.4956,0.3056,0.5064,2.7621,0.8888,0.9499,1.0853,3.5952,3.1676,3.7729,3.8199,10.1423,2.0503,2.0271,2.0091,2.0475,2.0083,6.3193,12.6265,4.2588,4.2015,4.1662,10.4786,2.1784,2.1083,2.0865,2.0608,2.0445,1.318,0.2832,0.0296,0.071,0.0266,0.0901,1.1391,1.3289,0.2946,0.025,0.0267,-124.08,22.1
QEDSUP,78.81,18.28,204.61,3.07,8.42,5.71,36.9,31.9,20.9,670.55,-3.7638,-1.8067,1.94,2.3,-0.07,-0.39,2.59,2.25,2.21,71.17,-0.4109,-0.2897,0.5517,0.0951,0.1307,2.5548,3.5975,1.3414,2.0093,2.7599,29.0683,5.5381,8.4455,7.1546,0.5248,0.1762,0.6242,0.4956,0.2011,2.7718,0.9134,0.9237,1.1014,3.5566,3.1624,3.7059,3.8322,10.1662,2.0605,2.0232,2.0101,2.0607,2.0116,6.3275,12.5513,4.2629,4.1789,4.1095,10.5317,2.1846,2.1158,2.0938,2.078,2.0595,1.3925,0.0767,0.0227,0.0187,0.0107,0.0178,1.2079,1.2012,0.2649,0.0425,0.037,-172.36,21.4
QEDWEE,78.11,3.51,209.1,2.53,8.9,8.15,33.9,26.2,16.8,687.14,-4.4833,-2.8396,2.18,2.2,-0.16,-0.12,2.57,1.99,2.39,71.14,-0.3939,-0.2515,0.421,0.2157,0.1936,2.9169,3.5021,1.2706,2.8204,2.0964,29.19,5.4957,7.1515,8.3525,0.7558,0.3585,0.3552,0.277,0.2691,2.7714,1.0038,0.9717,0.9518,3.6169,3.7059,3.6921,3.4071,10.1384,2.0187,2.0511,2.0255,2.0146,2.0284,6.3153,12.6163,4.2578,4.1744,4.1841,10.4619,2.0138,2.1297,2.1872,2.0252,2.106,1.2463,0.2773,0.0307,0.067,0.0347,0.0839,1.3749,1.4669,0.0712,0.0112,0.0087,-151.06,12.5
QEKMIF,80.9,-2.67,225.87,1.45,7.88,6.74,40.3,26.4,13.2,585.36,-3.9208,-1.6993,1.93,2.17,0.1,-0.11,2.66,2.19,2.16,75.36,-0.4494,-0.3174,0.5539,0.2495,0.0565,2.6832,3.4058,1.2694,3.2446,1.9677,29.1111,5.4514,7.0519,8.4324,0.3627,0.1629,0.7523,0.5334,0.3079,2.7629,0.9574,0.9288,1.0763,3.5506,3.2059,3.7546,3.7427,10.1674,2.0453,2.0373,2.0161,2.0521,2.0166,6.2954,12.5678,4.2501,4.1801,4.1376,10.5859,2.1671,2.1473,2.0981,2.0657,2.1077,1.3277,0.2596,0.0331,0.0747,0.0286,0.0718,1.4612,1.4442,0.067,0.0152,0.0084,-77.53,20.2
QELHIB,82.3,0.89,178.36,1.7,5.53,6.89,30.7,19.7,10,540.04,-4.1726,-1.2663,2.05,2.09,-0.05,-0.06,2.58,2.14,2.21,72.54,-0.4602,-0.2922,0.5753,0.1593,0.1065,2.6428,3.5256,1.3439,3.0699,2.0815,29.1382,5.4767,7.0222,8.3891,0.532,0.2279,0.6452,0.3965,0.3564,2.7628,0.9433,0.9307,1.0676,3.5566,3.2827,3.7108,3.695,10.1552,2.0462,2.0334,2.0213,2.042,2.0125,6.3076,12.6018,4.2623,4.1863,4.1532,10.5504,2.166,2.1425,2.0981,2.0813,2.0626,1.2858,0.2929,0.0324,0.0992,0.0268,0.067,1.4251,1.4387,0.0701,0.0141,0.0085,-95.98,22.9
QENGAU,85.82,5.49,226.24,4.92,8.71,10.71,44.4,42.3,30.3,876.7,-3.6751,-1.0335,2.24,2,-0.2,-0.03,2.65,2.28,2.2,72.61,-0.3999,-0.2965,0.513,0.1582,0.0953,2.5825,3.5943,1.3114,2.0381,2.9858,29.0593,5.5322,8.427,7.2989,0.461,0.1832,0.6876,0.1849,0.5036,2.7745,0.913,0.9582,1.0692,3.5605,3.1925,3.7282,3.7972,10.1837,2.0606,2.0331,2.0172,2.0601,2.0127,6.3237,12.55,4.2458,4.19,4.1141,10.5259,2.1757,2.1137,2.0692,2.0844,2.0828,1.4448,0.0724,0.0201,0.0169,0.0108,0.021,1.2954,1.1841,0.2132,0.0316,0.0226,-171.47,24.6
QERCEW,63.92,-0.32,158.69,1.49,4.35,10.54,24.4,14.3,8.4,587.84,-4.0282,-2.6002,1.99,2.15,0.08,-0.08,2.58,2.09,2.22,73.67,-0.3802,-0.3064,0.5373,0.0968,0.074,2.6034,3.5689,1.3532,2.0149,1.9683,29.1088,5.4987,8.4523,8.4843,0.5681,0.2934,0.6212,0.4458,0.2913,2.7623,0.9336,0.9436,1.0713,3.5626,3.2848,3.7147,3.7194,10.1568,2.0505,2.033,2.019,2.0439,2.0104,6.311,12.5621,4.2579,4.1873,4.1168,10.5068,2.1713,2.1312,2.1012,2.0726,2.0305,1.5743,0.0718,0.0047,0.0186,0.0088,0.0253,1.4242,1.4739,0.0674,0.0091,0.0085,-87.52,20.1
QEVRAN,82.54,11.24,182.37,1.4,10.46,8.32,31.4,22.5,12.9,657.98,-3.886,-1.7832,2.09,2.01,-0.17,-0.06,2.59,2.22,2.19,71.64,-0.4335,-0.295,0.5549,0.1104,0.1519,2.4224,3.4804,1.317,2.0229,2.0697,29.0238,5.4816,8.4271,8.3506,0.5025,0.2065,0.6688,0.3227,0.3247,2.7666,0.9334,0.9492,1.061,3.5548,3.2809,3.7275,3.6967,10.16,2.0473,2.0366,2.0171,2.0458,2.0133,6.3177,12.5633,4.2608,4.1732,4.1294,10.5522,2.1811,2.1255,2.0918,2.0905,2.0633,1.4163,0.0715,0.0197,0.0184,0.009,0.0191,1.4043,1.4183,0.0758,0.0201,0.009,-149.27,18.4
QEWDUT,61.15,1.91,180.59,3.59,9.38,7.66,29.6,24.9,20.7,781.64,-3.8286,-1.1636,2.25,2.06,-0.13,0,2.59,2.34,2.21,69.28,-0.4012,-0.2762,0.5666,0.0956,0.1936,2.3965,3.5717,1.3534,1.9995,2.8975,29.1245,5.5546,8.457,7.2418,0.4948,0.1547,0.6948,0.2272,0.4119,2.7754,0.9405,0.9262,1.0662,3.5626,3.4585,3.5463,3.6804,10.1609,2.0515,2.0294,2.0285,2.0357,2.0158,6.3332,12.5533,4.2548,4.1917,4.1067,10.5144,2.1275,2.1425,2.0625,2.1111,2.0708,1.46,0.0691,0.0122,0.0222,0.0081,0.0214,1.2073,1.2514,0.2309,0.0252,0.0222,-123.35,26.5
QIBVUT,85.15,-14.93,174.26,1.71,8.02,7.78,29.9,20.2,13,607.14,-4.0731,-1.0939,2.38,2.04,0.78,-0.12,2.59,2.28,2.2,70.54,-0.3957,-0.2871,0.5903,0.1194,0.2076,2.3717,3.5102,1.3397,2.0982,3.1274,29.1019,5.498,8.3899,7.1699,0.5126,0.1748,0.6836,0.1548,0.4622,2.7696,0.9384,0.9364,1.0676,3.5569,3.2312,3.7245,3.7165,10.1562,2.0445,2.0361,2.0142,2.0469,2.0144,6.3273,12.5377,4.2571,4.1677,4.1129,10.5304,2.183,2.1039,2.0771,2.0886,2.0778,1.4564,0.069,0.0139,0.0226,0.0082,0.0209,1.0948,1.3274,0.2448,0.0236,0.0207,-120.36,29
QICWOR,83.62,0.49,179.87,2.46,8.47,9.44,30.8,23,14,680.29,-3.7997,-1.3518,2.04,2.04,-0.12,0.05,2.58,2.28,2.18,70.58,-0.4643,-0.2988,0.5729,-0.0737,0.1971,2.441,3.5202,1.3313,1.8002,2.0971,29.0697,5.5289,8.6512,8.3531,0.4819,0.1607,0.689,0.4777,0.3309,2.7682,0.9401,0.9512,1.0552,3.5431,3.2855,3.7202,3.6807,10.1705,2.0486,2.0394,2.0199,2.0474,2.0151,6.3173,12.5738,4.2446,4.1667,4.1626,10.5728,2.1725,2.117,2.0905,2.1175,2.0753,1.3332,0.0641,0.0141,0.0186,0.0081,0.0204,1.3869,1.4601,0.0784,0.0115,0.009,-173.03,29.4
QILZEQ,86.79,-16.15,177.19,1.78,9.91,6.95,30.6,20.8,13,681.51,-4.1462,-1.0829,2.07,2.28,-0.15,0.86,2.59,2.28,2.18,70.87,-0.4208,-0.2941,0.6165,0.2069,0.1269,2.3462,3.5471,1.3574,3.1109,2.1027,29.0841,5.5305,7.1806,8.3896,0.4995,0.1663,0.7121,0.4083,0.2022,2.7678,0.9215,0.9454,1.0806,3.5494,3.1155,3.7117,3.8266,10.1552,2.0505,2.026,2.01,2.0583,2.0103,6.3179,12.5368,4.2507,4.154,4.1321,10.5658,2.1736,2.1045,2.0934,2.1069,2.0874,1.311,0.2423,0.0272,0.076,0.0236,0.0615,1.4242,1.4506,0.07,0.0135,0.0085,-113.88,30.1
QIMDEV,83.51,12.53,179.1,1.7,8.53,8.17,30.6,20.1,13.2,691.95,-3.9345,-1.3717,2.11,2,-0.18,-0.08,2.58,2.26,2.19,70.86,-0.4492,-0.2944,0.5778,0.0723,0.1633,2.4007,3.5391,1.3506,1.9903,2.097,29.0437,5.527,8.4732,8.3427,0.5113,0.1757,0.6831,0.3195,0.3492,2.7686,0.9733,0.936,1.0352,3.5484,3.3583,3.7366,3.5929,10.1603,2.0364,2.0422,2.0214,2.037,2.0233,6.3194,12.562,4.2549,4.1726,4.1345,10.5675,2.1531,2.1261,2.0929,2.1021,2.0934,1.425,0.0689,0.0148,0.0201,0.0082,0.0222,1.3965,1.4291,0.0756,0.0181,0.009,-165.75,19.5
QIMFIE,101.82,-0.41,201.36,1.59,11.8,8.36,34.9,26.4,16.6,774.4,-3.9356,-1.8959,2.07,2.15,-0.09,-0.15,2.62,2.19,2.22,72.98,-0.4235,-0.29,0.5425,0.0584,0.0232,2.5343,3.7139,1.3455,1.8567,1.9051,28.9868,5.5705,8.5438,8.5596,0.4891,0.2532,0.6703,0.2871,0.3117,2.7714,0.9071,0.9322,1.0976,3.5644,3.4027,3.4783,3.8242,10.1641,2.0635,2.0226,2.0145,2.0434,2.0201,6.3111,12.5677,4.2295,4.1928,4.1455,10.5444,2.055,2.1152,2.1022,2.1719,2.1002,1.4737,0.0732,0.0121,0.0153,0.0136,0.0138,1.493,1.508,0.0671,0.0146,0.0114,-145.79,13.8
QIMZAP,81.23,6.95,174.21,2.3,10.7,9.12,29.2,21.1,14.6,805.73,-4.4814,-2.6497,2.02,2.18,-0.01,-0.21,2.54,2.01,2.35,70.85,-0.3842,-0.2609,0.4503,0.1927,0.1811,2.7702,3.3313,1.2674,2.129,2.0725,29.0854,5.3393,8.3154,8.3642,0.7076,0.3437,0.3875,0.3617,0.2211,2.7648,0.9285,0.9467,1.0434,3.5975,3.3551,3.7549,3.6884,10.1342,2.0326,2.0361,2.0153,2.0364,2.0138,6.325,12.5811,4.2531,4.2062,4.1219,10.4777,2.1402,2.1253,2.1003,2.0651,2.0469,1.4294,0.0742,0.0166,0.024,0.0088,0.0213,1.3569,1.4494,0.0715,0.0159,0.0085,-144.14,14.3
QIQDAY,92.94,4.28,190.7,3.52,7.58,9.01,37.2,30.5,22,687.99,-3.7988,-1.5023,2.07,1.97,-0.17,-0.06,2.63,2.26,2.24,71.64,-0.4224,-0.2779,0.4782,0.1882,-0.1082,2.7891,3.4633,1.271,2.0292,1.8372,29.1022,5.4741,8.3829,8.6168,0.4979,0.2217,0.5788,0.2824,0.689,2.7755,0.9112,0.9408,1.0812,3.5765,3.3047,3.6822,3.7657,10.1697,2.0658,2.0315,2.0165,2.0437,2.0123,6.3273,12.5857,4.2477,4.1916,4.1463,10.509,2.1785,2.1162,2.0837,2.0735,2.0572,1.471,0.0765,0.0232,0.0115,0.0197,0.0103,1.66,1.3835,0.0678,0.0139,0.0085,-195.07,22.2
QIQFUU,82.8,1.7,189.15,2.42,7,5.57,35.4,25,12.1,551.87,-4.1718,-1.2757,2.01,2.03,-0.06,-0.06,2.64,2.24,2.2,72.96,-0.455,-0.294,0.5431,0.2289,0.0198,2.8164,3.4224,1.3156,3.1619,2.8947,29.1905,5.4388,7.1159,7.0814,0.4566,0.1787,0.6717,0.4517,0.4866,2.7679,0.9834,0.934,1.0326,3.5659,3.3836,3.7442,3.5742,10.1652,2.0424,2.0435,2.024,2.0315,2.0236,6.3128,12.6353,4.2534,4.1826,4.1994,10.5066,2.184,2.1118,2.0832,2.0643,2.0633,1.2453,0.2534,0.0316,0.0781,0.0218,0.0741,1.2588,1.3546,0.2711,0.0235,0.0255,-154.87,21.5
