Identifier,Index,Chemical Name,Structure File,Coord Atoms,Freq,rmsd
OQOLIR,1,"6-(benzyloxy)-5-(hydroxyimino)-2-(hydroxymethyl)tetrahydro-2H-pyran-3,4-diol",OQOLIR.mol,"[2, 9]",1,0.681075546
LEBTOD,1,"2,4,6-tris(1H-pyrazol-1-ylmethyl)benzene-1,3,5-triol",LEBTOD.mol,"[7, 0]",1,0.681103543
IKUNUA,1,"N-(2-carbamoylphenyl)-5-methyl-7-phenyl[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxamide",IKUNUA.mol,"[9, 6]",1,0.681251068
HUFZUD,1,Eupatorin,HUFZUD.mol,"[21, 22]",1,0.681260162
AQANEL,1,1-Amino-2-methyl-4-(triphenylphosphonio)anthraquinone bromide,AQANEL.mol,"[59, 58]",1,0.68128991
ROFRAG,1,N'-((E)-1-Phenylethylidene)benzohydrazide,ROFRAG.mol,"[1, 0]",1,0.681328887
ISOXAQ,1,"8-Hydroxy-2-((4-methylphenyl)sulfanyl)-1,4-naphthoquinone",ISOXAQ.mol,"[2, 7]",1,0.681374259
ICIGAC,1,"1-Methyl-7-methoxymethoxy-3-oxa-4-azatricyclo(5.2.2.02,6)undeca-2(6),4-diene-5-carboxylic acid",ICIGAC.mol,"[6, 3]",1,0.681401426
OHEWEF,1,2-t-butyl-6-(hydroxycarbonoimidoyl)-4-(piperidin-1-ylmethyl)phenol chloroform solvate,OHEWEF.mol,"[12, 1]",1,0.681477502
DUJVAG,1,3-Hydroxy-N'-isopropylidene-2-naphthohydrazide,DUJVAG.mol,"[5, 2]",1,0.68149228
HOCLAO,1,2-(3-(Adamantan-1-yl)-1H-pyrazol-5-yl)pyridine 2-(5-(adamantan-1-yl)-1H-pyrazol-3-yl)pyridine,HOCLAO.mol,"[0, 1]",1,0.681497736
SADMAP,1,"acenaphthylene-1,2-dione 11-phenyl-6,11-dihydro-5H-pyrrolo[3,2-b:4,5-b']diindole",SADMAP.mol,"[0, 1]",1,0.681514157
XOSHOD,1,"4b,10a-Epoxy-1,4,4a,4b,10a,11a-hexahydro-1,4-methano-9-methoxy-11a-methyl-11H-benzo(b)fluoren-5,10,11-trione",XOSHOD.mol,"[38, 40]",1,0.681529865
UPENUZ,1,"2-Amino-3a,4,5,9a-tetrahydroimidazo[1,5-a][1,3]oxazolo[5,4-e]pyrimidine-6-carboxamide monohydrate",UPENUZ.mol,"[8, 10]",1,0.681646095
IRUREU,1,"methyl cyano((2,2,2-trifluoroethyl)hydrazono)acetate",IRUREU.mol,"[5, 3]",1,0.681652114
FOJCAK,1,"3,5-di-t-butylbenzene-1,2-diol 5,7-di-t-butyl-2-(2-methoxyphenyl)-1,3-benzoxazole",FOJCAK.mol,"[34, 36]",1,0.68166629
EGAREM,1,(E)-N'-((3-hydroxy-4-methoxyphenyl)methylidene)pyridine-3-carbohydrazide monohydrate,EGAREM.mol,"[4, 3]",1,0.681725481
OCAVOG,1,"4-t-butyl-2-(5-(5-t-butyl-2-hydroxyphenyl)[1,3]thiazolo[5,4-d][1,3]thiazol-2-yl)phenol",OCAVOG.mol,"[31, 29]",1,0.681794016
IVUJEP,1,"2-(4-Phenyl-2H-1,2,3-triazol-2-yl)pyridine",IVUJEP.mol,"[2, 3]",1,0.681850313
UTEVAS,1,"2-amino-4-((1,5-dihydroxy-1-methyl-4-oxo-1,2,3,4-tetrahydronaphthalen-2-yl)methyl)-5-hydroxy-3,6-dioxocyclohexa-1,4-diene-1-carboxamide monohydrate",UTEVAS.mol,"[39, 35]",1,0.681875997
XELYAQ,1,"9,10-Dimethoxy-15-oxo-6,12,13,15-tetrahydro-7H-quinazolino[3,2-c][2,3]benzodiazacin-5-ium chloride",XELYAQ.mol,"[0, 32]",1,0.681937289
TEGYEJ,1,"1-(4-Amino-6-methyl(1,3)oxazolo(5,4-d)pyrimidin-2-yl)-1-deoxy-D-ribose 5-benzoate dihydrate",TEGYEJ.mol,"[24, 25]",1,0.68193952
PEBBII,1,Microphyllaquinone,PEBBII.mol,"[2, 4]",1,0.681948073
LUGXUJ,1,2-hydroxy-N'-[(2-hydroxy-5-methoxyphenyl)methylidene]benzohydrazide,LUGXUJ.mol,"[8, 2]",1,0.681952897
MIGPAU04,1,2-Fluoro-6-((hydroxyimino)methyl)phenol,MIGPAU04.mol,"[1, 5]",1,0.6819611
BIWNUO,1,"5,7-Dihydroxy-4-methoxycarbonyl-3-phenyl-indan-1-one methanol solvate",BIWNUO.mol,"[15, 14]",1,0.681967813
ALXANM11,1,"5,5-Dihydroxybarbituric acid",ALXANM11.mol,"[1, 4]",1,0.682073747
ZUQTEM,1,"N'-(3-(1,3-Benzothiazol-2-yl)-2-hydroxy-5-methylbenzylidene)-6-(hydroxymethyl)pyridine-2-carbohydrazide dimethyl sulfoxide solvate",ZUQTEM.mol,"[7, 3]",1,0.682112841
XYLOBM,1,Methyl β-xyloside,XYLOBM.mol,"[19, 20]",1,0.682263119
RUNJAN,1,1H-indazole-3-carboxamide,RUNJAN.mol,"[3, 4]",1,0.682372987
INIDIU,1,"1-phenyl-3-(pyridin-2-yl)propane-1,3-dione",INIDIU.mol,"[1, 2]",1,0.682407886
JEKJAL,1,"bis(hexylammonium) cyclobutane-1,1-dicarboxylate",JEKJAL.mol,"[1, 2]",1,0.682458366
CAROLE10,1,Carolenalone,CAROLE10.mol,"[32, 33]",1,0.682502599
UQETUH,1,"1,10,10-trimethyl-3-phenyl-3,4-diazatricyclo[5.2.1.02,6]deca-2(6),4-diene-5-carboxylic acid",UQETUH.mol,"[3, 2]",1,0.682525114
SURHIW,1,N-(2-Hydroxyethyl)-2-oximinoethanamide,SURHIW.mol,"[1, 5]",1,0.682557923
FARYEC,1,"2-Acetamido-3-amino-2,3-dideoxy-β-D-glucofuranurono-6,3-lactam",FARYEC.mol,"[13, 12]",1,0.682691007
BEQXIE,1,"1,10-Phenanthrolinium dichloroiodide chloride",BEQXIE.mol,"[0, 1]",1,0.682725884
EFABOE,1,N'-[(E)-2-Hydroxy-5-methoxybenzylidene]-2-methoxybenzohydrazide,EFABOE.mol,"[4, 2]",1,0.682792205
JEKMUI,1,"6,7-dideoxynarciclasine methanol solvate",JEKMUI.mol,"[8, 14]",1,0.682911574
PAHCOU,1,"1-benzyl-5,6,7,8-tetrahydrocyclohepta[d][1,2,3]triazol-4(1H)-one",PAHCOU.mol,"[1, 9]",1,0.68300483
NUPPAQ,1,"N'-(2,3-Dimethoxybenzylidene)-2-hydroxy-3-methylbenzohydrazide",NUPPAQ.mol,"[5, 2]",1,0.683045747
PEGJIX,1,"1-phenylnonane-3,5,7-triol",PEGJIX.mol,"[40, 38]",1,0.68314478
PUBLUU,1,"(Z)-N,N-Diethyl-2-(2-hydroxyphenyl)-3-phenylacrylamide",PUBLUU.mol,"[27, 0]",1,0.683322637
RUMJAM,1,"Diethyl 1-(4-t-butylphenyl)-4-hydroxynaphthalene-2,3-dicarboxylate",RUMJAM.mol,"[0, 1]",1,0.683328397
BASBAY,1,"2,2-Dimethyl-1,3-dioxan-4,5,6-trione-5-(2-nitrophenylhydrazone)",BASBAY.mol,"[7, 14]",1,0.683336802
JOHQII,1,"(3-hydroxy-9-phenyl-8,10-dioxatetracyclo[7.7.1.02,7.011,16]heptadeca-2,4,6,11,13,15-hexaen-4-yl)(phenyl)methanone",JOHQII.mol,"[1, 15]",1,0.683389524
MORQAM,1,"1-(1,4-Dihydroxynaphthalen-2-yl)heptan-1-one",MORQAM.mol,"[20, 1]",1,0.683405572
ELEVUM,1,"(1R,2R,3S,5R,6R,7S,9aR,10aR)-4a,8a-Diazaperhydroanthracene-1,2,3,5,6,7-hexaol",ELEVUM.mol,"[4, 2]",1,0.6834304
HBPIIQ10,1,"2-(o-Hydroxybenzoyl)-3-phenyl-imidazo(2,1-a)isoquinoline",HBPIIQ10.mol,"[14, 21]",1,0.683443615
IXUWED,1,"Methyl 2-(methoxycarbonylamino)-4-oxo-1,4-dihydroquinoline-3-carboxylate hemihydrate",IXUWED.mol,"[6, 1]",1,0.683480843
WOJQIY,1,"3,3'-diazenediylbis(5-azido-4H-1,2,4-triazole) tetrahydrate",WOJQIY.mol,"[5, 2]",1,0.683507566
PAZDAW,1,"3-(3,5-Di-t-butyl-4-hydroxyphenyl)propionohydrazide",PAZDAW.mol,"[1, 3]",1,0.683608138
HEWMED,1,3-Butyl-1-((hydroxyimino)methyl)-2-naphthol,HEWMED.mol,"[30, 31]",1,0.683609845
VIXNIC,1,"5-{[triisopropylsilyl]ethynyl}-1,10-phenanthroline",VIXNIC.mol,"[4, 1]",1,0.683659659
YUFMER,1,"3,5-Dihydroxy-2-methyl-1,4-naphthoquinone",YUFMER.mol,"[7, 10]",1,0.683676454
HOKSEH,1,"tricyclo[8.2.2.02,9]tetradeca-2(9),13-diene-11,12-dione",HOKSEH.mol,"[30, 31]",1,0.683693006
GOBMIV,1,N'-(2-Furylmethylene)-4-hydroxybenzohydrazide,GOBMIV.mol,"[3, 1]",1,0.683761925
CUZXUS,1,"2-(3-(2,2,2-trifluoro-1-hydroxy-1-(1H-pyrrol-2-yl)ethyl)-1H-pyrazol-5-yl)phenol acetic acid solvate",CUZXUS.mol,"[3, 1]",1,0.683854206
GLUAMC12,1,"(S,R,R,S,R)-α-D-glucosamine hydrochloride",GLUAMC12.mol,"[20, 22]",1,0.683965261
HUFDOC,1,2-Phenoxyacetohydrazide,HUFDOC.mol,"[1, 3]",1,0.684013612
YINGUY,1,2-Furanyl-(2-phenylquinoline-4-formyl)hydrazone methanol solvate,YINGUY.mol,"[3, 4]",1,0.684024739
ZAXBIM,1,5-amino-1-(4-fluorophenyl)-1H-imidazole-4-carboxamide,ZAXBIM.mol,"[5, 1]",1,0.684086679
SUBDAW,1,"1,1'-(Oxybis(methylene))bis(1H-indole-2,3-dione)",SUBDAW.mol,"[2, 1]",1,0.684125339
SUGCEC,1,"2-Carboxy-1,3-dibenzo(a,c)tropolone",SUGCEC.mol,"[19, 15]",1,0.684138154
BECWAJ,1,"2,4-dihydroxybenzoic acid N'-(propan-2-ylidene)nicotinohydrazide",BECWAJ.mol,"[3, 0]",1,0.684161478
JIXHIH,1,"3-Hydroxy-4,13-dimethoxy-10-methyl-10-azatetracyclo(7.4.4.02,7.013,17)heptadeca-2(7),3,5-trien-14-one",JIXHIH.mol,"[21, 20]",1,0.684218908
SAPFIB,1,2-((4-(dimethylamino)benzylidene)amino)benzoic acid 2-amino-4-nitrophenol,SAPFIB.mol,"[4, 0]",1,0.684253763
HOVFON,1,"2-Methoxycarbonyl-5-((S)-1-phenylethyl)-3,3a-dihydro-(3aR)-pyrazolo(1,5-a)(1,4)benzodiazepine-4(6H)-one",HOVFON.mol,"[1, 29]",1,0.684274065
INAKAK,1,"3'-(1H-Imidazo[4,5-f][1,10]phenanthrolin-2-yl)-2,2'-bipyridine-3-carboxylic acid",INAKAK.mol,"[40, 41]",1,0.684277649
GERPAX,1,"6-methyl-3,4-diphenylnaphthalene-1,2-dione",GERPAX.mol,"[39, 40]",1,0.684303395
USOKET,1,"2,2-Difluoro-N-(4-methoxyphenyl)-2-(5-oxo-3-phenyltricyclo[5.2.1.02,6]deca-3,8-dien-4-yl)acetamide",USOKET.mol,"[49, 47]",1,0.684312194
VOQBUB,1,"4,12-dihydroxy-2-(2-hydroxypropan-2-yl)-9,9-dimethyl-13b-(3-methylbut-2-en-1-yl)-1,13b-dihydro-2H,9H-furo[3,2-a]pyrano[3,2-h]xanthene-5,13-dione hemihydrate",VOQBUB.mol,"[59, 56]",1,0.684314702
OMEMEA,1,"Methyl 6'-amino-5'-cyano-1-methyl-2-oxo-1,2-dihydro-2'H-spiro[indole-3,4'-pyrano[2,3-c]pyrazole]-3'-carboxylate hydrate",OMEMEA.mol,"[33, 29]",1,0.684331384
WEJBUI,1,bis(4-Methoxyphenylmethine)carbonohydrazide,WEJBUI.mol,"[2, 0]",1,0.684333098
RUFZUP,1,"tetra-n-butylammonium 1,1':4',1''-terphenyl-3,3'',4,4'',5,5''-hexol chloride acetone solvate",RUFZUP.mol,"[21, 22]",1,0.684427459
SIHNED,1,"(2,4-Dihydroxyphenyl)-(2-hydroxyphenyl)methanone",SIHNED.mol,"[23, 22]",1,0.684433884
TOMPER,1,"3-Hydroxy-4-phenyl-5-p-tolyl-1-(1H-[1,2,4]triazol-3-yl)-1,5-dihydro-pyrrol-2-one",TOMPER.mol,"[4, 2]",1,0.68447456
GAFVIS,1,Octyl α-D-glucopyranoside monohydrate,GAFVIS.mol,"[17, 16]",1,0.684482678
RUYYER,1,"1-(hydroxycarbonoimidoyl)-2-naphthol 1,3,5,7-tetraazatricyclo[3.3.1.13,7]decane",RUYYER.mol,"[0, 3]",1,0.684484362
CADFIY,1,"3-(5-(1H-Imidazol-1-yl)-2-thienyl)-1,10-phenanthroline dihydrate",CADFIY.mol,"[31, 32]",1,0.684484491
HUXLIW,1,N-(Amino(1H-pyrazol-1-yl)methylidene)guanidin-2-ium chloride monohydrate,HUXLIW.mol,"[5, 9]",1,0.684550582
NADNIP,1,"(S,S)-(+)-3,5-Cyclohexadiene-1,2-diol",NADNIP.mol,"[2, 0]",1,0.68465461
VEZSAV01,1,2-(Morpholin-4-yl)-1-phenylethanol,VEZSAV01.mol,"[0, 2]",1,0.684668405
LIKCEN,1,2-(Hydroxymethyl)benzimidazole,LIKCEN.mol,"[0, 3]",1,0.684708262
XAQVAN,1,"2-N-Glyoxyloyl-(2R)-bornane-10,2-sultam oxime monohydrate",XAQVAN.mol,"[8, 2]",1,0.684799989
VUHMAM,1,(E)-Acetaldehyde acetylhydrazone,VUHMAM.mol,"[1, 0]",1,0.68480494
YESBOO,1,2-Methyl-1H-indole-3-carbaldehyde 2-thienoylhydrazone,YESBOO.mol,"[4, 1]",1,0.684806713
VIQVUP,1,ammonium iodide N-benzyl-6-{2-[(pyridin-2-yl)methylidene]hydrazinecarbonyl}pyridine-2-carboxamide,VIQVUP.mol,"[40, 41]",1,0.684815804
ZUZVAR,1,Calcium chloride 4-O-β-D-galactopyranosyl-D-gluconate tetrahydrate,ZUZVAR.mol,"[1, 2]",1,0.684831629
EKATUG,1,N'-Cyclopentylidene-2-hydroxybenzohydrazide,EKATUG.mol,"[3, 0]",1,0.684889777
NIYKUE,1,"1,1,4a-trimethyl-6-methylidene-5-[2-(2,7,7-trimethyl-5,6,7,8-tetrahydronaphthalen-1-yl)ethyl]decahydronaphthalene-2,3-diol",NIYKUE.mol,"[0, 2]",1,0.684901907
BUYTOE10,1,"1-β-D-Ribofuranosylimidazo(1,2-b)pyrazole-7-carbonitrile",BUYTOE10.mol,"[14, 12]",1,0.68490513
VIFBEU,1,"dimethyl 5-[([1,1'-biphenyl]-4-yl)(nitroso)amino]-2,5-dihydro-1,3-oxazole-4,5-dicarboxylate",VIFBEU.mol,"[9, 2]",1,0.684986438
MESWOZ,1,"2-{[4-(dimethylamino)phenyl]diazenyl}benzoic acid 1,3,5-trinitrobenzene",MESWOZ.mol,"[30, 33]",1,0.685096508
HOZBII,1,(E)-4-Hydroxy-N'-(4-nitrobenzylidene)benzohydrazide,HOZBII.mol,"[0, 3]",1,0.685121238
ZOLQOJ,1,"8,11-dimethyl-7,8,11,12-tetraazaspiro[5.6]dodecane-9,10-dione",ZOLQOJ.mol,"[0, 1]",1,0.685154535
SALQIH,1,"Diethyl 4-oxo-4H-benzo[h][1,3]thiazeto[3,2-a]quinoline-1,3-dicarboxylate",SALQIH.mol,"[1, 4]",1,0.685320606
BAZGOB,1,5-hydroxy-7-methoxy-2-phenyl-4H-chromen-4-one,BAZGOB.mol,"[24, 25]",1,0.685323481
KEPNOI,1,Tetramethylammonium hydrogen phthalate,KEPNOI.mol,"[9, 11]",1,0.685339734
UHUKIR,1,"9,10-Phenanthrenequinone thiosemicarbazone acetonitrile solvate",UHUKIR.mol,"[10, 5]",1,0.685398543
WIBNUT,1,"1H-1,2,3-triazole-4,5-dicarboxylic acid dihydrate",WIBNUT.mol,"[9, 4]",1,0.685431951
LAFZIB,1,"(2R)-1-Ethylsulfinyl-1-ethylthio-2,3-dihydroxypropane",LAFZIB.mol,"[9, 11]",1,0.685458312
LIYQUI,1,"2-[(propanoyloxy)imino]-1H-indene-1,3(2H)-dione",LIYQUI.mol,"[1, 4]",1,0.685486093
FOLVOR,1,Scleroderolide monoacetate,FOLVOR.mol,"[18, 17]",1,0.685499294
DUTBUQ,1,Benzyl N-((1S)-2-hydroxy-1-[N'-(2-nitrobenzylidene)hydrazinylcarbonyl]ethyl)carbamate,DUTBUQ.mol,"[11, 4]",1,0.685505223
RAQRUX,1,"8,9-Dimethyl-6b-nitro-1,4-dioxy-6b,7,10,10a-tetrahydro[1,2,5]oxadiazolo[3',4':3,4]naphtho[1,2-c][1,2,5]oxadiazole-1,4-diium",RAQRUX.mol,"[20, 21]",1,0.685553368
JEKBEJ,1,benzyl (amino(1H-pyrazol-1-yl)methylene)carbamate,JEKBEJ.mol,"[2, 4]",1,0.685633116
SAHDOV,1,"9-Ethenyl-5,9-dimethyl-7a-nitro-3,11-dioxy-3b,4,7,7a,7b,8,9,10-octahydro-2H-2,10-dioxa-1-aza-3,11-diazoniacyclopenta(l)phenanthrene chloroform solvate",SAHDOV.mol,"[6, 5]",1,0.68567362
NIGMUO,1,"methyl 7-ethyl-8-oxo-5,8-dihydroindeno[2,1-c]phenothiazine-6-carboxylate chloroform solvate",NIGMUO.mol,"[41, 39]",1,0.685705429
MUDBEV,1,tetrabutylammonium 3-{2-[(pentafluorophenyl)methylidene]hydrazinecarbonyl}naphthalen-2-olate,MUDBEV.mol,"[7, 5]",1,0.685711473
SAGXOP,1,2-[((E)-2-(2-[(E)-2-Hydroxybenzylidene]hydrazinecarbonyl)hydrazinylidene)methyl]phenol,SAGXOP.mol,"[3, 0]",1,0.685722086
KELPEY,1,Methyl 1-(2-acetamido-2-(diethoxyphosphoryl)acetyl)piperidine-4-carboxylate,KELPEY.mol,"[7, 2]",1,0.685777566
KUFFUO,1,(E)-N'-(2-Methylbenzylidene)-2-methoxybenzohydrazide,KUFFUO.mol,"[2, 1]",1,0.685895392
EYEKOK,1,(E)-N'-(4-(dimethylamino)benzylidene)propanehydrazide monohydrate,EYEKOK.mol,"[2, 0]",1,0.685997672
XUGKOZ,1,"4-(3-Carboxy-6,8-difluoro-1-(2-fluoroethyl)-1,4-dihydro-4-oxo-quinol-7-yl)-1-methylpiperazinium chloride monohydrate",XUGKOZ.mol,"[44, 41]",1,0.686041147
MEGLAM,1,"5-(5-Ethyl-1,3,4-thiadiazol-2-ylaminomethylene)-2,2-dimethyl-1,3-dioxane-4,6-dione",MEGLAM.mol,"[11, 5]",1,0.686126945
XIPQEV,1,"3-[2-(2-hydroxyphenyl)-4,5-dihydro-1,3-thiazol-4-yl]-10-methyltetrahydro-1H,3H,5H-6,9-epimino[1,3]thiazolo[4,3-c][1,4]thiazepin-5-one",XIPQEV.mol,"[6, 4]",1,0.686128891
LEBWEV,1,Aglaiaglabretol A,LEBWEV.mol,"[61, 56]",1,0.686143099
IBUVUY,1,1-Methyl-4-nitro-N'-(pyridin-2-ylmethylene)-1H-pyrrole-2-carbohydrazide hydrate,IBUVUY.mol,"[0, 6]",1,0.686201823
YEGCAP,1,"(2S,3R)-2-hydroxy-3-methyl-N-phenylpent-4-enamide",YEGCAP.mol,"[22, 24]",1,0.68621667
GUHCAQ,1,"2-((R,R)-5,6-Dimethyl-5,6-dihydro-[1,3]dithiolo[4,5-b][1,4]dithiin2-ylidene)-1,3-dithiole-4,5-dicarboxamide radical  2-((R,R)-5,6-Dimethyl-5,6-dihydro-[1,3]dithiolo[4,5-b][1,4]dithiin2-ylidene)-1,3-dithiole-4,5-dicarboxamide perchlorate",GUHCAQ.mol,"[20, 21]",1,0.686257205
JELXAC,1,"4,6-dimethyl-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]sulfanyl}pyridine-3-carbonitrile",JELXAC.mol,"[6, 10]",1,0.686257747
ZARNOY,1,"4-anilinonaphthalene-1,2-dione",ZARNOY.mol,"[3, 5]",1,0.686296416
AZABAF,1,(E)-4-[2-(2-Hydroxybenzoyl)hydrazinylidene]pentanoic acid,AZABAF.mol,"[0, 6]",1,0.686314282
HUBZIO,1,"Methyl 8-hydroxy-6-methyl-4,9-dioxo-4,9-dihydro-4aH-xanthene-4a-carboxylate",HUBZIO.mol,"[1, 2]",1,0.686351732
FEFYOE,1,"N,N-Di-isopropyl-N'-phenyl-N',2,3-trans,trans-trimethyl-1,4-cis-cyclopentanedicarboxamide",FEFYOE.mol,"[0, 1]",1,0.686366699
PEDCAD,1,"3'-Ethoxycarbonyl-6-methyl-1'-(p-nitrophenyl)spiro(1'H-4,2,1-thiadiazolo-(3,5')-4,5-dihydro-2H-pyridazine)",PEDCAD.mol,"[9, 7]",1,0.686381135
AZOLOR,1,"5-Methyl-1,2-oxazole-3-carboxylic acid",AZOLOR.mol,"[1, 7]",1,0.686412824
HOCVEA,1,"2,5-Dinitro-phenanthrene-9,10-quinone",HOCVEA.mol,"[0, 1]",1,0.68649661
BOGSEW,1,N'-(4-(2-Furyl)but-3-en-2-ylidene)isonicotinohydrazide,BOGSEW.mol,"[26, 31]",1,0.686602327
AGALAM10,1,N-Acetyl-α-D-galactosamine,AGALAM10.mol,"[25, 26]",1,0.686610504
GOYFIM,1,"4-amino-5-(2-(6-(3,5-dimethyl-1H-pyrazol-1-yl)-1,2,4,5-tetrazin-3-yl)hydrazinyl)-4H-1,2,4-triazol-1-ium perchlorate monohydrate",GOYFIM.mol,"[5, 1]",1,0.686615613
SOXPUS,1,"t-butyl (2,2-dimethyl-5-(1-phenylethyl)hexahydro[1,3]dioxolo[4,5-c]pyridin-4-yl)(hydroxy)acetate",SOXPUS.mol,"[20, 22]",1,0.686660718
COJQUO,1,"3-Ethyl-5-hydroxy-5-(trifluoromethyl)-4,5-dihydropyrazole-1-carboxamide",COJQUO.mol,"[1, 22]",1,0.6867723
XEMWOB,1,"(E)-1-Phenyl-4-(phenyl(2-hydroxyethylamino)methylene)pyrrolidine-2,3,5-trione",XEMWOB.mol,"[37, 36]",1,0.68678298
WOCFAX,1,3-Phenylacrylic acid N'-isopropylideneisonicotinohydrazide,WOCFAX.mol,"[10, 11]",1,0.686836643
VONZOP,1,"Potassium [1,2,5]thiadiazolo[3,4-f][4,7]phenanthroline 2,2-dioxide",VONZOP.mol,"[5, 3]",1,0.686838228
MIGNUM,1,3-Hydroxysalicylaldoxime,MIGNUM.mol,"[1, 5]",1,0.686880026
QOFXUF,1,"3-((6,7-Benzo-2-(methylthio)-tetrathiafulvalene-3-yl)thio)-2,4-pentadione",QOFXUF.mol,"[29, 30]",1,0.686882201
HAMCUW,1,3-hydroxy-5-(hydroxy(phenyl)methyl)dihydrofuran-2(3H)-one,HAMCUW.mol,"[2, 1]",1,0.686893873
HIFBII,1,"N'-(4-Hydroxy-3-methoxybenzylidene)-3,5-dimethoxybenzohydrazide monohydrate",HIFBII.mol,"[6, 3]",1,0.686905591
PYRNAH,1,"2,4,6,8-Tetrahydroxypyrimido(5,4-d)pyrimidine disodium salt tetrahydrate",PYRNAH.mol,"[8, 5]",1,0.68693619
WOCHUR,1,Ethylmalonamide,WOCHUR.mol,"[0, 1]",1,0.686938376
AZCYHO,1,"3,6-bis(Diazo)cyclohexane-tetraone",AZCYHO.mol,"[5, 6]",1,0.686955976
DOZZUN,1,"meso-(2R,4r,6S)-2,4,6-Heptanetriol",DOZZUN.mol,"[8, 7]",1,0.686970318
MEGWEA,1,(R)-1-(4-Methoxyphenyl)ethylammonium (R)-2-naphthylglycolate,MEGWEA.mol,"[1, 2]",1,0.687012856
YOHWUP,1,Methyl 4-(isonicotinoylcarbonohydrazonoyl)benzoate dihydrate,YOHWUP.mol,"[15, 14]",1,0.687037837
UJIGUQ,1,bis(5-Methyl-3-(((3-nitrophenyl)carbamoyl)amino)-1H-pyrazol-2-ium) sulfate heptahydrate,UJIGUQ.mol,"[21, 6]",1,0.687066473
ROBRAE,1,"5,10,15-tris(hydroxymethyl)-2,4,7,9,12,14-hexaoxatetracyclo[11.2.2.23,6.28,11]henicosane-16,17,18,19,20,21-hexol dihydrate",ROBRAE.mol,"[16, 20]",1,0.687118712
LIFXIK,1,N'-benzylidene-4-((3-fluorobenzyl)oxy)benzohydrazide,LIFXIK.mol,"[0, 2]",1,0.687140036
GOJBUC,1,5-Azauracil N-allophanoylformamide monohydrate,GOJBUC.mol,"[7, 0]",1,0.687193369
LOHVUA,1,N'-((5-Methylfuran-2-yl)methylene)isonicotinohydrazide,LOHVUA.mol,"[1, 7]",1,0.687292815
YUYHAB,1,"2,3-Dideoxy-D-erythro-hex-2-enono-1,4-lactone",YUYHAB.mol,"[2, 3]",1,0.687298786
CADFAQ,1,"3,8-bis(5-(1H-imidazol-1-yl)-2-thienyl)-1,10-phenanthroline chloroform solvate",CADFAQ.mol,"[42, 43]",1,0.687320934
DHNAPH17,1,"5,8-Dihydroxy-1,4-naphthoquinone",DHNAPH17.mol,"[10, 13]",1,0.687346383
GAWQEB,1,"1,6-Dimethylphenanthro(1,2-b)furan-10,11-dione",GAWQEB.mol,"[30, 31]",1,0.68735246
AFAPAB,1,"3,4,8-trihydroxy-3-phenyl-3,4-dihydrodibenzo[b,d]furan-1(2H)-one methanol solvate hemihydrate",AFAPAB.mol,"[3, 1]",1,0.687365605
WAFSED01,1,(1H-benzimidazol-2-yl)(phenyl)methanone,WAFSED01.mol,"[0, 2]",1,0.687379879
KEHWUR,1,"5-Amino-3-azido-N'-nitro-1H-1,2,4-triazole-1-carboximidamide",KEHWUR.mol,"[1, 6]",1,0.687431088
POWYAE,1,"(2R,3R,4S)-2,3,4-trihydroxy-7,8-dimethyl-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-5-ium trifluoromethanesulfonate",POWYAE.mol,"[2, 4]",1,0.687434476
KOPHOM,1,Naphthgeranine A,KOPHOM.mol,"[12, 15]",1,0.687457487
YIMTOF,1,5-Methyl-1H-imidazole-4-carboxamide hemihydrate,YIMTOF.mol,"[4, 1]",1,0.687515062
YARYUM,1,4-Phenylpyridinium-squarate,YARYUM.mol,"[25, 22]",1,0.687533014
BENGOT,1,"8-hydroxy-13-methoxy-1-(methoxymethoxy)-8-methyl-8,9-dihydrodibenzo[b,d]oxonin-6(7H)-one",BENGOT.mol,"[41, 42]",1,0.687603537
FASDOS,1,"Ethyl furo(3,2-g)coumarin-3-carboxylate",FASDOS.mol,"[2, 7]",1,0.687649494
FEHDUU,1,"2-(1,10-phenanthrolin-3-yl)ethanol",FEHDUU.mol,"[25, 26]",1,0.687662874
TUZKUX,1,"4,4,14-trimethylpregn-8-ene-1,2,3,20-tetrol methanol solvate",TUZKUX.mol,"[0, 2]",1,0.687703266
CUBWUS,1,"Imidazole-4,5-dicarboxylic acid hemikis(piperazine) monohydrate",CUBWUS.mol,"[3, 6]",1,0.68771313
OFUHAB,1,"4,4a,11,11a-tetramethyl-12-(prop-1-en-2-yl)-2,3,4,4a,5,9,10,11,11a,12-decahydrodinaphtho[1,2-b:2',3'-d]furan-6,7-dione",OFUHAB.mol,"[1, 2]",1,0.687720045
EQACAC,1,4-methoxy-N'-((6-methyl-4-oxo-4H-chromen-3-yl)methylene)benzohydrazide monohydrate,EQACAC.mol,"[4, 2]",1,0.687763556
KEQYAH,1,5-Fluoro-1H-indole-2-carbohydrazide,KEQYAH.mol,"[17, 20]",1,0.687925218
AFEWIS,1,(E)-N'-(3-Thienylmethylene)furan-2-carbohydrazide,AFEWIS.mol,"[3, 1]",1,0.688000707
