Ligand,Old Indexes,New Indexes,Deprotonation Type
HIQTEG,"[0, 1]","[0, 1]",No Deprotonation
HIRBAM,"[3, 6]","[3, 6]",No Deprotonation
HIRDES,"[13, 37]","[13, 37]",No Deprotonation
HIRHIB,"[1, 2]","[1, 2]",No Deprotonation
HIRKEZ,"[3, 4]","[3, 4]",Single Deprotonation
HIRPOO,"[11, 14]",Error,Double Deprotonation
HIRPUT,"[1, 9]","[1, 8]",Single Deprotonation
HIRREH01,"[35, 38]","[33, 36]",Double Deprotonation
HIRRIK,"[0, 4]","[0, 4]",No Deprotonation
HIRTEI,"[30, 31]","[30, 31]",Single Deprotonation
HIRZUE,"[1, 8]","[1, 7]",Double Deprotonation
BAWMER,"[11, 16]","[11, 16]",Single Deprotonation
BAWRUP,"[1, 3]","[1, 2]",Double Deprotonation
BAXCUY,"[1, 2]","[1, 2]",Single Deprotonation
BAXJUF,"[0, 1]","[0, 1]",Single Deprotonation
BAXNAP,"[9, 10]","[9, 10]",Double Deprotonation
BAXSIC,"[1, 3]","[1, 3]",Single Deprotonation
BAXZEG,"[3, 5]","[3, 5]",Single Deprotonation
BAZFOX,"[6, 7]","[6, 7]",No Deprotonation
BAZGOB,"[24, 25]","[24, 25]",Single Deprotonation
BAZGOZ,"[2, 4]","[2, 3]",Double Deprotonation
BAZHAO,"[37, 39]","[37, 39]",Single Deprotonation
BAZZUZ,"[1, 3]","[1, 3]",Single Deprotonation
BCODCA10,"[22, 23]","[22, 23]",Single Deprotonation
BCYMYC,"[32, 33]","[31, 32]",Single Deprotonation
BDDIGX,"[7, 8]","[7, 8]",Double Deprotonation
BDGHEP,"[7, 8]","[7, 8]",Double Deprotonation
BEBBOB,"[0, 1]","[0, 1]",Single Deprotonation
BEBCUI,"[3, 5]","[3, 4]",Double Deprotonation
BEBFET,"[1, 3]","[1, 3]",No Deprotonation
QAZBAX,"[2, 4]","[2, 3]",Double Deprotonation
QAZFED,"[3, 4]","[3, 4]",Single Deprotonation
QAZXEU,"[17, 18]","[17, 18]",Single Deprotonation
QAZXUN,"[0, 7]","[0, 7]",No Deprotonation
QAZYAR,"[5, 8]","[5, 8]",Single Deprotonation
QEBBIK,"[0, 1]","[0, 1]",No Deprotonation
QEBBOQ,"[0, 1]","[0, 1]",No Deprotonation
QEBDUZ,"[7, 10]","[7, 10]",Single Deprotonation
QEBFOS,"[0, 1]","[0, 1]",No Deprotonation
QEBJEP,"[7, 10]","[7, 10]",No Deprotonation
QECCOQ,"[2, 7]","[2, 7]",Single Deprotonation
QECNUK,"[0, 7]","[0, 7]",No Deprotonation
QECQEX,"[1, 2]","[1, 2]",No Deprotonation
QECQIB,"[9, 16]","[9, 16]",No Deprotonation
QECTAW,"[1, 2]","[1, 2]",No Deprotonation
QECTID,"[1, 3]","[1, 3]",Single Deprotonation
QECWEC,"[1, 2]","[1, 2]",Single Deprotonation
QECZIJ,"[1, 2]","[1, 2]",No Deprotonation
QEDMUJ,"[2, 4]","[2, 4]",No Deprotonation
POLJIL,"[2, 3]","[2, 3]",No Deprotonation
POLMUB,"[1, 5]","[1, 5]",No Deprotonation
POLNOT,"[1, 3]","[1, 3]",Single Deprotonation
POLWUK,"[10, 14]","[10, 14]",Single Deprotonation
POMKOU,"[48, 50]","[48, 50]",No Deprotonation
POMNIQ,"[4, 5]","[4, 5]",Single Deprotonation
POMNUC,"[0, 1]","[0, 1]",Single Deprotonation
POMTUI,"[0, 3]","[0, 2]",Single Deprotonation
POMVAQ,"[0, 2]","[0, 2]",Single Deprotonation
POMWIA,"[1, 2]","[1, 2]",Single Deprotonation
POMWUK,"[0, 2]","[0, 1]",Double Deprotonation
POMXOF,"[2, 6]","[2, 6]",No Deprotonation
POMYAU,"[62, 63]","[62, 63]",No Deprotonation
POMYIA,"[0, 2]","[0, 2]",No Deprotonation
POMZAT,"[1, 4]","[1, 4]",Single Deprotonation
PONCAX,"[5, 6]","[5, 6]",Single Deprotonation
PONNAI,"[2, 4]","[2, 4]",Single Deprotonation
PONQIT,"[0, 1]","[0, 1]",Single Deprotonation
PONTOB,"[6, 13]","[6, 13]",Single Deprotonation
FORBZA,"[13, 14]","[13, 14]",No Deprotonation
FORFUN,"[4, 5]","[4, 5]",Double Deprotonation
FORHAV,"[0, 2]","[0, 2]",No Deprotonation
FORHID,"[2, 3]","[2, 3]",Single Deprotonation
FORHUR,"[0, 4]","[0, 3]",Single Deprotonation
FORLIJ,"[2, 3]",Error,Double Deprotonation
FORMEG,"[1, 13]","[1, 13]",No Deprotonation
FORMIK,"[3, 13]","[3, 13]",No Deprotonation
FORMOQ,"[1, 5]","[1, 5]",No Deprotonation
FORMYB01,"[24, 30]","[23, 29]",Single Deprotonation
FORMYC,"[29, 30]","[27, 28]",Double Deprotonation
FORRUZ,"[22, 23]","[22, 23]",Single Deprotonation
FORYET,"[3, 4]","[3, 4]",Single Deprotonation
FOSDUM,"[12, 13]","[12, 13]",Single Deprotonation
FOSYEU,"[15, 16]","[15, 16]",No Deprotonation
FOTYOD,"[0, 1]","[0, 1]",Single Deprotonation
FOTYUI10,"[10, 11]","[10, 11]",Single Deprotonation
FOVLOS,"[6, 9]","[6, 8]",Single Deprotonation
FOVVUI,"[0, 6]","[0, 6]",No Deprotonation
SEBSIB,"[2, 3]","[2, 3]",No Deprotonation
SEBZAA,"[4, 6]","[4, 6]",No Deprotonation
SECBEI,"[40, 41]","[40, 41]",No Deprotonation
SECCEK,"[1, 4]","[1, 4]",Single Deprotonation
SECDAI,"[7, 16]","[7, 16]",No Deprotonation
SECDEM,"[1, 18]","[1, 18]",No Deprotonation
SECDIQ,"[0, 3]","[0, 3]",No Deprotonation
SECHOA,"[27, 32]","[27, 32]",No Deprotonation
SECHUG01,"[2, 8]","[2, 7]",Single Deprotonation
SECNIX,"[7, 8]","[7, 8]",Single Deprotonation
SECSUQ,"[1, 2]","[1, 2]",Single Deprotonation
SECYAC,"[1, 2]","[1, 2]",Single Deprotonation
SEDDUD,"[26, 27]","[26, 27]",No Deprotonation
SEDJIX,"[9, 23]","[9, 23]",No Deprotonation
SEDKET,"[3, 4]","[3, 4]",Single Deprotonation
SEDLAQ,"[2, 4]","[2, 4]",No Deprotonation
SEDLIY,"[24, 32]","[24, 31]",Single Deprotonation
SEDQOH,"[1, 2]","[1, 2]",Double Deprotonation
SEDRIC,"[12, 13]","[12, 13]",Single Deprotonation
JECVEV,"[0, 2]","[0, 1]",Single Deprotonation
JEDJIM,"[0, 1]","[0, 1]",No Deprotonation
JEDJOS,"[0, 1]","[0, 1]",Double Deprotonation
JEDLAG01,"[8, 11]","[8, 11]",Double Deprotonation
JEDLEK,"[2, 3]","[2, 3]",Single Deprotonation
JEDTEU,"[0, 5]","[0, 5]",Single Deprotonation
JEDTIY,"[63, 68]","[62, 67]",Single Deprotonation
JEDTOE,"[0, 5]","[0, 4]",Single Deprotonation
JEDZAT,"[0, 3]","[0, 3]",No Deprotonation
JEDZIC01,"[21, 22]","[21, 22]",No Deprotonation
JEDZOI,"[0, 2]","[0, 2]",Single Deprotonation
JEFBUS,"[0, 1]","[0, 1]",Single Deprotonation
JEGTEX,"[0, 3]","[0, 3]",No Deprotonation
JEGVOG,"[2, 10]","[2, 10]",No Deprotonation
JEGYEA,"[27, 28]","[27, 28]",Single Deprotonation
JEGYUQ,"[0, 11]","[0, 11]",No Deprotonation
JEHDEF,"[33, 34]","[33, 34]",Single Deprotonation
JEHFIL,"[1, 2]","[1, 2]",Single Deprotonation
JEHNIW,"[7, 9]","[7, 8]",Double Deprotonation
JEHVOK,"[0, 10]","[0, 9]",Single Deprotonation
JEHYEB,"[5, 7]","[5, 6]",Double Deprotonation
JEJHAK,"[4, 5]","[4, 5]",Single Deprotonation
JEJRIA,"[1, 5]","[1, 5]",No Deprotonation
JEKBEJ,"[2, 4]","[2, 4]",Single Deprotonation
JEKHIR,"[4, 5]","[4, 5]",Single Deprotonation
JEKJAL,"[1, 2]","[1, 2]",No Deprotonation
JEKMUI,"[8, 14]","[8, 13]",Double Deprotonation
JEKNET,"[0, 12]","[0, 11]",Single Deprotonation
JEKNOC,"[0, 1]","[0, 1]",Single Deprotonation
JEKPIY,"[11, 12]","[11, 12]",Single Deprotonation
JEKPOF,"[68, 69]","[68, 69]",No Deprotonation
JEKTID,"[1, 4]","[1, 3]",Single Deprotonation
JEKZUV,"[0, 4]","[0, 4]",Single Deprotonation
JELPUM,"[2, 5]","[2, 4]",Double Deprotonation
JELQOH,"[0, 2]","[0, 1]",Single Deprotonation
JELREX,"[4, 11]","[4, 11]",No Deprotonation
JELSUR,"[5, 9]","[5, 8]",Single Deprotonation
KEZTIU,"[0, 4]","[0, 3]",Double Deprotonation
KFURDC01,"[6, 7]",No Value,No Value
KGLUCP02,"[8, 9]","[8, 9]",Double Deprotonation
KGULAM,"[18, 19]","[16, 17]",Double Deprotonation
KHICIT01,"[18, 19]","[17, 18]",Single Deprotonation
KHMTAR01,"[13, 28]","[12, 27]",Double Deprotonation
KHNBFZ10,"[10, 11]","[10, 11]",No Deprotonation
KHPHBZ10,"[12, 13]","[11, 12]",Single Deprotonation
KHQUIN,"[0, 10]","[0, 10]",No Deprotonation
KHTACN,"[11, 16]","[11, 16]",No Deprotonation
KHXBIU,"[7, 12]","[6, 11]",Single Deprotonation
KIBFEJ,"[3, 9]","[3, 9]",No Deprotonation
KIBGIO,"[3, 6]","[3, 5]",Double Deprotonation
KIBQES,"[3, 4]","[3, 4]",Double Deprotonation
KIBRIZ,"[3, 6]","[3, 6]",No Deprotonation
KIBROE,"[65, 66]","[65, 66]",No Deprotonation
KIBVAV,"[5, 9]","[5, 9]",No Deprotonation
KIBXOL,"[6, 8]","[6, 8]",No Deprotonation
KIBYEC,"[0, 2]","[0, 2]",Single Deprotonation
LAWXEO,"[11, 14]","[11, 13]",Single Deprotonation
LAXGEZ,"[1, 5]","[1, 5]",Single Deprotonation
LAXPAD,"[28, 31]","[28, 31]",No Deprotonation
LAXQUZ,"[2, 7]","[2, 6]",Single Deprotonation
LAXXIU,"[49, 50]","[49, 50]",No Deprotonation
LAXYIT,"[7, 9]","[7, 8]",Double Deprotonation
LAYCET,"[1, 2]","[1, 2]",Single Deprotonation
LAYDAQ,"[10, 11]","[10, 11]",No Deprotonation
LAYDIB,"[0, 4]","[0, 4]",Single Deprotonation
LAYSEL,"[3, 4]","[3, 4]",Single Deprotonation
LAZZIV,"[12, 13]","[12, 13]",Single Deprotonation
LCITHC,"[23, 24]","[22, 23]",Single Deprotonation
LCYLCY10,"[9, 11]","[9, 11]",Double Deprotonation
LDOPAC01,"[22, 23]","[20, 21]",Double Deprotonation
LEBBID,"[1, 3]","[1, 3]",Single Deprotonation
LEBGIK,"[38, 39]","[38, 39]",No Deprotonation
LEBHUV,"[0, 1]","[0, 1]",Single Deprotonation
LEBJAD,"[2, 3]","[2, 3]",Single Deprotonation
LEBLOW,"[0, 2]","[0, 1]",Double Deprotonation
DIQJEU,"[35, 37]","[35, 36]",Single Deprotonation
DIQJIZ,"[6, 30]","[6, 30]",Single Deprotonation
DIQNUP,"[17, 18]","[17, 18]",No Deprotonation
DIQPEB,"[15, 16]","[15, 16]",No Deprotonation
DIQPOL,"[23, 24]","[23, 24]",No Deprotonation
DIQPUR,"[24, 25]","[24, 25]",No Deprotonation
DIRFUH,"[30, 31]","[30, 31]",Single Deprotonation
DIRHET,"[2, 6]","[2, 6]",No Deprotonation
DIRPUP,"[7, 19]","[7, 19]",No Deprotonation
DISBIS,"[12, 21]","[12, 20]",Single Deprotonation
DISDAN,"[1, 3]","[1, 3]",No Deprotonation
DISDER,"[0, 2]","[0, 2]",No Deprotonation
DISVUX,"[2, 3]","[1, 2]",Single Deprotonation
DISXUA,"[1, 3]","[1, 3]",Single Deprotonation
DISXUY,"[0, 7]","[0, 7]",No Deprotonation
DISYAH,"[0, 4]","[0, 4]",Single Deprotonation
DISYEL,"[1, 4]","[1, 4]",No Deprotonation
DISYIP,"[1, 2]","[1, 2]",Single Deprotonation
DITKIC,"[1, 2]","[1, 2]",Single Deprotonation
COYDUP,"[12, 13]","[12, 13]",No Deprotonation
COYDUR,"[1, 8]","[1, 8]",Single Deprotonation
COYJUX,"[30, 31]","[30, 31]",No Deprotonation
COYMOS,"[1, 2]","[1, 2]",Single Deprotonation
COYNEM,"[0, 3]","[0, 3]",Double Deprotonation
COYPAH,"[20, 21]","[20, 21]",Double Deprotonation
COYPEL,"[3, 4]","[3, 4]",Double Deprotonation
COYREO,"[2, 4]","[2, 3]",Double Deprotonation
COYSEO,"[12, 13]","[12, 13]",No Deprotonation
COYXAP10,"[16, 17]","[16, 17]",Single Deprotonation
COYXEW,"[2, 4]","[2, 4]",Single Deprotonation
COYYUL,"[5, 7]","[5, 6]",Double Deprotonation
COYZEX,"[0, 4]","[0, 4]",No Deprotonation
COZCIG,"[0, 5]","[0, 4]",Single Deprotonation
COZWOG,"[0, 7]","[0, 7]",Single Deprotonation
CPIBFC,"[1, 2]","[1, 2]",Single Deprotonation
CPIPCL,"[20, 21]","[19, 20]",Single Deprotonation
CPISIN,"[0, 7]","[0, 7]",Single Deprotonation
CPRDCA,"[12, 13]","[11, 12]",Single Deprotonation
YIDKUU,"[16, 17]","[16, 17]",Double Deprotonation
YIFJAZ,"[2, 3]","[2, 3]",No Deprotonation
YIFMUW,"[3, 4]","[3, 4]",No Deprotonation
YIFNEH,"[0, 2]","[0, 1]",Single Deprotonation
YIFNOR,"[2, 3]","[2, 3]",No Deprotonation
YIFSUC,"[13, 34]","[13, 33]",Single Deprotonation
YIFTOX,"[2, 4]","[2, 4]",Single Deprotonation
YIFWUG01,"[0, 1]","[0, 1]",Single Deprotonation
YIGGIF,"[0, 2]","[0, 1]",Double Deprotonation
YIGMEI,"[0, 2]","[0, 1]",Single Deprotonation
YIGNEJ,"[14, 16]","[14, 15]",Single Deprotonation
YIGPUA,"[2, 3]","[2, 3]",No Deprotonation
YIGQIP,"[3, 5]","[3, 4]",Single Deprotonation
YIGRAI,"[3, 4]","[3, 4]",Single Deprotonation
YIHCUO,"[5, 6]","[5, 6]",No Deprotonation
YIHDID,"[25, 32]","[25, 32]",No Deprotonation
YIHHEC,"[2, 3]","[2, 3]",Single Deprotonation
YIHHIG,"[3, 7]","[3, 7]",No Deprotonation
YIHJOP,"[7, 8]","[7, 8]",No Deprotonation
UZAFUX,"[0, 1]","[0, 1]",No Deprotonation
UZAKIR,"[4, 14]","[4, 14]",Single Deprotonation
UZAWOJ,"[12, 20]","[12, 20]",No Deprotonation
UZEVEB,"[0, 1]","[0, 1]",Single Deprotonation
UZILEW,"[6, 7]","[6, 7]",Single Deprotonation
UZILUM,"[2, 3]","[2, 3]",Single Deprotonation
UZIZEK,"[2, 6]","[2, 6]",Single Deprotonation
UZUHED,"[1, 3]","[1, 2]",Double Deprotonation
UZUZIZ,"[0, 5]","[0, 4]",Double Deprotonation
VABBOR,"[0, 2]","[0, 1]",Single Deprotonation
VABGEM,"[0, 1]","[0, 1]",No Deprotonation
VABHIS,"[25, 26]","[24, 25]",Single Deprotonation
VABKIU,"[0, 1]","[0, 1]",Single Deprotonation
VABQIA,"[3, 5]","[3, 4]",Double Deprotonation
VABVAV,"[0, 1]","[0, 1]",Double Deprotonation
VABYEE,"[0, 5]","[0, 5]",No Deprotonation
VABYOO,"[0, 4]","[0, 3]",Single Deprotonation
VABZAB,"[0, 4]","[0, 4]",No Deprotonation
VABZUT,"[3, 4]","[3, 4]",No Deprotonation
VOQNEV,"[0, 1]","[0, 1]",Single Deprotonation
VOQNOF,"[0, 3]","[0, 3]",No Deprotonation
VOQPIB,"[0, 1]","[0, 1]",Single Deprotonation
VOQSIG,"[0, 1]","[0, 1]",Single Deprotonation
VOQXAA,"[2, 5]","[2, 5]",Single Deprotonation
VOQXOP,"[24, 25]","[24, 25]",Single Deprotonation
VORCOV,"[0, 9]","[0, 9]",Single Deprotonation
VORCUB,"[2, 9]","[2, 8]",Double Deprotonation
VORGOA,"[0, 3]","[0, 3]",Single Deprotonation
VORHOA,"[46, 48]","[46, 48]",Single Deprotonation
VORJIV,"[13, 14]","[13, 14]",No Deprotonation
VORJOB,"[0, 9]","[0, 9]",No Deprotonation
VORLAQ,"[0, 3]","[0, 3]",Single Deprotonation
VORMEV,"[3, 6]","[3, 6]",Single Deprotonation
VORPAU,"[0, 3]","[0, 3]",No Deprotonation
VORQUP,"[3, 5]","[3, 4]",Double Deprotonation
VOSDUC,"[0, 3]","[0, 3]",No Deprotonation
VOSNOJ,"[24, 25]","[24, 25]",Single Deprotonation
VOSRUT,"[6, 11]","[6, 11]",No Deprotonation
NETJUR04,"[1, 13]","[1, 13]",No Deprotonation
NETYAM,"[2, 13]","[2, 13]",No Deprotonation
NETZEU,"[0, 4]","[0, 4]",Single Deprotonation
NEVLUX,"[3, 4]","[3, 4]",Single Deprotonation
NEVPEK,"[0, 1]","[0, 1]",Single Deprotonation
NEWBOH,"[0, 1]","[0, 1]",Single Deprotonation
NEWLIK,"[2, 7]","[2, 7]",Single Deprotonation
NEWTUH,"[22, 23]","[22, 23]",No Deprotonation
NEXJOQ,"[34, 35]","[34, 35]",Single Deprotonation
NEXMEJ,"[4, 5]","[4, 5]",Single Deprotonation
NEXMUA,"[0, 3]","[0, 3]",No Deprotonation
NEXNAH,"[0, 4]","[0, 3]",Single Deprotonation
NEXZIZ,"[6, 7]","[6, 7]",No Deprotonation
NEYJUW,"[23, 24]","[23, 24]",Double Deprotonation
NEYKAD,"[1, 2]","[1, 2]",Double Deprotonation
NEYKIN,"[1, 5]","[1, 5]",Single Deprotonation
NEYYUL,"[1, 4]","[1, 4]",No Deprotonation
NEZKAH,"[14, 15]","[14, 15]",Single Deprotonation
NEZKEL,"[14, 15]","[14, 15]",Single Deprotonation
RABPOZ,"[6, 24]","[6, 24]",No Deprotonation
RABPUJ,"[0, 0]",No Value,No Value
RABQUC,"[14, 15]","[14, 15]",No Deprotonation
RABSOY,"[5, 9]","[5, 9]",No Deprotonation
RABXEA,"[0, 4]","[0, 4]",Single Deprotonation
RABZUR,"[0, 3]","[0, 3]",No Deprotonation
RACHEJ,"[1, 3]","[1, 2]",Double Deprotonation
RACVEY,"[3, 4]","[3, 4]",Single Deprotonation
RADKOZ,"[2, 3]","[2, 3]",Single Deprotonation
RADXUP,"[2, 3]","[2, 3]",Double Deprotonation
RAFBAB,"[0, 1]","[0, 1]",Single Deprotonation
RAFMOC,"[1, 3]","[1, 3]",No Deprotonation
RAFQUM,"[0, 3]","[0, 3]",No Deprotonation
RAFSAU,"[23, 24]","[23, 24]",Single Deprotonation
RAFTEY,"[6, 8]","[6, 8]",Single Deprotonation
RAFTUO,"[48, 49]","[47, 48]",Single Deprotonation
RAFWEB,"[0, 3]","[0, 3]",No Deprotonation
RAFXUT,"[0, 2]","[0, 2]",No Deprotonation
RAGLOB,"[8, 9]","[8, 9]",No Deprotonation
MAHJIS,"[1, 7]","[1, 7]",No Deprotonation
MANFUD,"[2, 29]","[2, 28]",Double Deprotonation
MARJAT,"[4, 5]","[4, 5]",Single Deprotonation
MAWPUW,"[2, 4]","[2, 3]",Single Deprotonation
MEBTUK,"[9, 12]","[9, 12]",No Deprotonation
MEGDUY,"[0, 6]","[0, 6]",Single Deprotonation
MELSEE,"[1, 2]","[1, 2]",Single Deprotonation
MEOXAL,"[0, 2]","[0, 2]",No Deprotonation
MESXUD,"[1, 2]","[1, 2]",Double Deprotonation
MEYCUO,"[1, 2]","[1, 2]",No Deprotonation
MICBOQ,"[43, 45]","[43, 44]",Double Deprotonation
MIGPEX,"[2, 3]","[2, 3]",Single Deprotonation
MINFAS,"[1, 4]","[1, 4]",No Deprotonation
MIRYOC,"[0, 2]","[0, 2]",Single Deprotonation
MIXNAI,"[12, 37]","[12, 37]",No Deprotonation
MMANSC,"[13, 19]","[12, 18]",Double Deprotonation
MOFQED,"[3, 5]","[3, 5]",No Deprotonation
MOJPEG,"[0, 1]","[0, 1]",Single Deprotonation
MOQMIP,"[35, 37]","[35, 36]",Double Deprotonation
MOTDUV,"[15, 34]","[15, 34]",Single Deprotonation
MUBQAC,"[1, 3]","[1, 2]",Single Deprotonation
MUJFIG,"[11, 17]","[11, 17]",No Deprotonation
MURTIC,"[16, 39]","[16, 38]",Single Deprotonation
MUZHIA,"[1, 5]","[1, 4]",Single Deprotonation
NADJEK,"[2, 6]","[2, 5]",Double Deprotonation
NAFWAT,"[1, 5]","[1, 4]",Single Deprotonation
NAKKIX,"[3, 7]","[3, 7]",No Deprotonation
NANPCX,"[14, 15]","[14, 15]",No Deprotonation
NAVGAT01,"[30, 32]","[28, 30]",Double Deprotonation
NEFHOY,"[0, 2]","[0, 1]",Double Deprotonation
NEKRUT,"[2, 6]","[2, 6]",No Deprotonation
NERDOE,"[20, 23]","[20, 23]",No Deprotonation
BEBGUN,"[13, 14]","[13, 14]",No Deprotonation
BEBJEZ,"[8, 9]","[8, 9]",Single Deprotonation
BEBJUO,"[0, 4]","[0, 4]",Single Deprotonation
BEBKAV,"[0, 8]","[0, 8]",Single Deprotonation
BEBMIF,"[1, 2]","[1, 2]",Single Deprotonation
BEBPAA,"[9, 10]","[9, 10]",No Deprotonation
BEBQUU,"[2, 3]","[2, 3]",Double Deprotonation
BEBSOR,"[0, 2]","[0, 1]",Single Deprotonation
BEBVAG,"[2, 3]","[2, 3]",Single Deprotonation
BEBZIR,"[4, 7]","[4, 7]",No Deprotonation
BECGUL01,"[2, 4]","[2, 3]",Double Deprotonation
BECLAW,"[9, 12]","[9, 12]",No Deprotonation
BECVAI,"[1, 2]","[1, 2]",Single Deprotonation
BECVEK,"[9, 10]","[9, 10]",No Deprotonation
BECVIQ,"[2, 3]","[2, 3]",Single Deprotonation
BECWAJ,"[0, 3]","[0, 3]",No Deprotonation
BECXEO,"[0, 13]","[0, 13]",No Deprotonation
BECXIS,"[14, 16]","[14, 16]",No Deprotonation
BECXOY,"[21, 23]","[21, 22]",Single Deprotonation
EBAPAY,"[5, 6]","[5, 6]",Single Deprotonation
EBEJIF,"[19, 21]","[19, 21]",Single Deprotonation
EBEPEJ,"[35, 37]","[35, 36]",Double Deprotonation
EBEYUH,"[2, 4]","[2, 4]",Single Deprotonation
EBICOI,"[2, 15]","[2, 14]",Single Deprotonation
EBIDUP01,"[2, 15]","[2, 14]",Single Deprotonation
EBIFIF,"[1, 2]","[1, 2]",Single Deprotonation
EBIFUQ,"[1, 2]","[1, 2]",Single Deprotonation
EBILEI,"[26, 29]","[26, 29]",No Deprotonation
EBOGIL,"[0, 1]","[0, 1]",No Deprotonation
EBOVEX,"[0, 1]","[0, 1]",Double Deprotonation
EBOYAY,"[11, 14]","[11, 14]",No Deprotonation
EBUCEM,"[0, 10]","[0, 10]",No Deprotonation
EBUYAC,"[1, 2]","[1, 2]",No Deprotonation
EBUZEH,"[0, 1]","[0, 1]",Single Deprotonation
ECANUT,"[1, 3]","[1, 3]",Single Deprotonation
ECATUZ,"[4, 7]","[4, 7]",Single Deprotonation
ECAVEL,"[4, 9]","[4, 8]",Single Deprotonation
ECAVIQ,"[2, 7]","[2, 7]",Single Deprotonation
APOTIJ,"[0, 1]","[0, 1]",Single Deprotonation
APOTOP,"[0, 1]","[0, 1]",Single Deprotonation
APTERN,"[1, 2]","[1, 2]",Double Deprotonation
APUGEZ,"[23, 25]","[23, 25]",No Deprotonation
APUJEB,"[0, 2]","[0, 1]",Single Deprotonation
APUMEF,"[0, 1]","[0, 1]",Single Deprotonation
APUMOP,"[0, 1]","[0, 1]",Single Deprotonation
APUMUV,"[0, 1]","[0, 1]",Single Deprotonation
APYNAC,"[6, 7]","[6, 7]",Single Deprotonation
AQAGOQ,"[2, 8]","[2, 8]",No Deprotonation
AQAHOR,"[22, 23]","[22, 23]",Single Deprotonation
AQANEL,"[58, 59]","[58, 59]",No Deprotonation
AQARUF01,"[8, 13]","[8, 12]",Single Deprotonation
AQEPES,"[24, 26]","[24, 25]",Single Deprotonation
AQEWUP,"[65, 66]","[65, 66]",No Deprotonation
AQEYUQ,"[16, 18]","[16, 18]",Single Deprotonation
AQIDIO,"[23, 24]","[23, 24]",Single Deprotonation
AQIKUG,"[1, 3]","[1, 3]",No Deprotonation
AQINAP,"[1, 7]","[1, 7]",No Deprotonation
XOZGOJ01,"[0, 3]","[0, 3]",No Deprotonation
XOZHEZ,"[1, 7]","[1, 7]",No Deprotonation
XOZJUS,"[35, 36]","[35, 36]",No Deprotonation
XOZNIK,"[13, 14]","[13, 14]",Single Deprotonation
XOZQAH,"[3, 18]","[3, 18]",No Deprotonation
XOZSUD,"[7, 9]","[7, 9]",Single Deprotonation
XOZYOA,"[0, 3]","[0, 3]",Single Deprotonation
XPSERC,"[0, 1]","[0, 1]",Double Deprotonation
XUBFOS,"[6, 8]","[6, 8]",No Deprotonation
XUBKUD,"[10, 16]","[10, 15]",Single Deprotonation
XUBMEM,"[1, 4]","[1, 3]",Single Deprotonation
XUBVAS,"[1, 7]","[1, 7]",No Deprotonation
XUBZID,"[3, 5]","[3, 5]",Single Deprotonation
XUBZOJ,"[1, 6]","[1, 6]",No Deprotonation
XUCGOU,"[5, 8]","[5, 8]",No Deprotonation
XUCLIT,"[0, 4]","[0, 3]",Single Deprotonation
XUDDEI,"[1, 4]","[1, 3]",Double Deprotonation
XUDGEI,"[4, 5]","[4, 5]",Double Deprotonation
XUDGEL,"[1, 13]","[1, 12]",Single Deprotonation
XUDLIU,"[0, 1]","[0, 1]",Single Deprotonation
XUDQUJ,"[23, 25]","[23, 25]",Single Deprotonation
XUFBIL,"[47, 48]","[47, 48]",No Deprotonation
XUFGEN,"[2, 4]","[2, 3]",Single Deprotonation
XUFGUC,"[0, 2]","[0, 2]",No Deprotonation
XUFMER,"[2, 27]","[2, 27]",No Deprotonation
XUFSAT,"[1, 4]","[1, 4]",Single Deprotonation
XUFWUR,"[0, 1]","[0, 1]",Single Deprotonation
XUFXAY,"[1, 4]","[1, 4]",Single Deprotonation
XUFXEC,"[1, 2]","[1, 2]",Single Deprotonation
XUGBEJ,"[4, 5]","[4, 5]",Single Deprotonation
XUGKOZ,"[41, 44]","[41, 43]",Single Deprotonation
XUGMUK,"[1, 2]","[1, 2]",No Deprotonation
XUGVEC,"[1, 14]","[1, 14]",Single Deprotonation
XUHDIQ,"[1, 3]","[1, 3]",No Deprotonation
XUHDOU,"[3, 5]","[3, 4]",Double Deprotonation
XUHFIS,"[16, 18]","[16, 18]",No Deprotonation
XUHPIB,"[14, 16]","[14, 16]",No Deprotonation
XUHYIJ,"[1, 2]","[1, 2]",Single Deprotonation
HANCIL,"[0, 2]","[0, 2]",Single Deprotonation
HANDAE,"[0, 2]","[0, 2]",Single Deprotonation
HANDEI,"[0, 2]","[0, 2]",Single Deprotonation
HANDOS,"[1, 3]","[1, 2]",Single Deprotonation
HANDUY,"[0, 2]","[0, 2]",Single Deprotonation
HANGAF,"[0, 3]","[0, 3]",No Deprotonation
HANGOV,"[3, 4]","[3, 4]",No Deprotonation
HANHAI,"[11, 26]","[11, 25]",Single Deprotonation
HANJOX,"[7, 9]","[7, 9]",Single Deprotonation
HANJUD,"[1, 3]","[1, 2]",Single Deprotonation
HANMAM,"[23, 24]","[23, 24]",No Deprotonation
HANNOZ,"[3, 4]","[3, 4]",Single Deprotonation
HANPAN,"[15, 18]","[15, 18]",Double Deprotonation
HAPLOC10,"[18, 23]","[18, 23]",Single Deprotonation
HAPQUN,"[0, 1]","[0, 1]",Single Deprotonation
HAQBIK,"[1, 2]","[1, 2]",No Deprotonation
HARMIZ,"[1, 2]","[1, 2]",Double Deprotonation
HARMUL,"[22, 24]","[21, 23]",Single Deprotonation
HARPOI,"[0, 3]","[0, 3]",No Deprotonation
