Index,Reactant 1,Reactant 2,Product,Product MW,Procedure,Yield (%),Steps,Reagent(s),Ligand(s),Catalyst(s),Solvent(s),Time (h),Temperature (°C),All Reagents,All Catalysts,Reference Type,Reference
31,"3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizin-10-ol","4-(3-bromophenyl)-1-(2,6-diisopropylphenyl)-1H-imidazole","10-(3-(1-(2,6-diisopropylphenyl)-1H-imidazol-4-yl)phenoxy)-3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizine",618.822,"A mixture of 3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizin-10-ol (387 mg, 1.224 mmol), 4-(3-bromophenyl)-1-(2,6-diisopropylphenyl)-1H-imidazole (460 mg, 1.200 mmol), copper(I) iodide (45.7 mg, 0.240 mmol), picolinic acid (59.1 mg, 0.480 mmol), and potassium phosphate (509 mg, 2.400 mmol) was vacuumed and back-filled with nitrogen several times. DMSO (10 ml) was added to the reaction mixture and heated at 140° C. overnight. Cooled down and added DI water. The resulting solid (big chunks) was collected by filtration and dissolved in DCM and dried with MgSO4, then chromatographed on silica (EA/DCM=1/4 to 1/2) (330 mg, 44percent).",44,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,None,None,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Universal Display Corporation CHEN, Hsiao-Fan, 2018, US2018/282357"
5,"3,5-dibromo-4-hydroxytoluene",4-((5-bromo-2-nitropyridin-3-yl)amino)benzonitrile,"4-((5-(2,6-dibromo-4-methylphenoxy)-2-nitropyridin-3-yl)amino)benzonitrile",504.137,"General procedure: To a solution of different  substituted phenols (1.03mmol), 2-picolinic acid (0.0231g, 0.19mmol), CuI  (0.0179g, 0.094mmol) and K3PO4 (0.4g, 1.9mmol) in DMSO (2mL),  intermediate 4 (0.3g, 0.94mmol) were  added. The reaction flask was evacuated and backfilled with nitrogen for three  times, and the resulting mixture was stirred at 90°C for 24h. Water (20mL)  was added, the precipitate was collected by filtration and dried under reduced  pressure. The precipitate was purified by silica gel column chromatography to  provide the title products 5a1-10.",44.3,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Liu, Zhaoqiang Tian, Ye Liu, Jinghan Huang, Boshi Kang, Dongwei De Clercq, Erik Daelemans, Dirk Pannecouque, Christophe Zhan, Peng Liu, Xinyong, 2017, Eur. J. Med. Chem., 140, 2017, 383 - 391, 10.1016/j.ejmech.2017.07.012"
7,"2,6-dimethyl-4-chlorophenol",4-((5-bromo-2-nitropyridin-3-yl)amino)benzonitrile,"4-((5-(4-chloro-2,6-dimethylphenoxy)-2-nitropyridin-3-yl)amino)benzonitrile",394.817,"General procedure: To a solution of different  substituted phenols (1.03mmol), 2-picolinic acid (0.0231g, 0.19mmol), CuI  (0.0179g, 0.094mmol) and K3PO4 (0.4g, 1.9mmol) in DMSO (2mL),  intermediate 4 (0.3g, 0.94mmol) were  added. The reaction flask was evacuated and backfilled with nitrogen for three  times, and the resulting mixture was stirred at 90°C for 24h. Water (20mL)  was added, the precipitate was collected by filtration and dried under reduced  pressure. The precipitate was purified by silica gel column chromatography to  provide the title products 5a1-10.",44.4,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Liu, Zhaoqiang Tian, Ye Liu, Jinghan Huang, Boshi Kang, Dongwei De Clercq, Erik Daelemans, Dirk Pannecouque, Christophe Zhan, Peng Liu, Xinyong, 2017, Eur. J. Med. Chem., 140, 2017, 383 - 391, 10.1016/j.ejmech.2017.07.012"
8,4-((5-bromo-2-nitropyridin-3-yl)amino)benzonitrile,"2,4,6-tribromophenol","4-((2-nitro-5-(2,4,6-tribromophenoxy)pyridin-3-yl)amino)benzonitrile",569.006,"General procedure: To a solution of different  substituted phenols (1.03mmol), 2-picolinic acid (0.0231g, 0.19mmol), CuI  (0.0179g, 0.094mmol) and K3PO4 (0.4g, 1.9mmol) in DMSO (2mL),  intermediate 4 (0.3g, 0.94mmol) were  added. The reaction flask was evacuated and backfilled with nitrogen for three  times, and the resulting mixture was stirred at 90°C for 24h. Water (20mL)  was added, the precipitate was collected by filtration and dried under reduced  pressure. The precipitate was purified by silica gel column chromatography to  provide the title products 5a1-10.",44.9,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Liu, Zhaoqiang Tian, Ye Liu, Jinghan Huang, Boshi Kang, Dongwei De Clercq, Erik Daelemans, Dirk Pannecouque, Christophe Zhan, Peng Liu, Xinyong, 2017, Eur. J. Med. Chem., 140, 2017, 383 - 391, 10.1016/j.ejmech.2017.07.012"
34,"9-(4-bromo-6-(2,4,6-triisopropylphenyl)pyridin-2-yl)-9H-pyrido[2,3-b]indole","3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizin-10-ol","10-((2-(9H-pyrido[2,3-b]indol-9-yl)-6-(2,4,6-triisopropylphenyl)pyridin-4-yl)oxy)-3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizine",762.01,"A mixture of   3,3,4,4-tetramethyl-3,4-dihydrodibenzo[b,ij]imidazo[2,1,5-de]quinolizin-10-ol  (0.313 g, 0.988 mmol), 9-(4-bromo-6-(2,4,6-triisopropylphenyl)pyridin-2-yl)-9H-pyrido[2,3-b]indole  (0.51 g, 0.969 mmol), copper(I) iodide (0.037 g, 0.194  mmol),   picolinic acid (0.048 g, 0.387 mmol), and   potassium phosphate (0.411 g, 1.937 mmol) was vacuumed and  back-filled with nitrogen several times.   DMSO  (10 ml) was added to the reaction mixture and heated at 140° C. overnight, then  cooled down and DI   water was added. The resulting solid was  collected by filtration and dissolved in   DCM  and dried with MgSO4. The resulting   solid was coated on Celite and chromatographed on  silica (DCM/EA=10/1) (45percent yield).",45,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,None,140,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Universal Display Corporation CHEN, Hsiao-Fan BROOKS, Jason, 2018, 100, US2018/182981"
35,4-bromobenzenecarbonitrile,"2-(3-fluoro-5-hydroxyphenyl)-2,3-dihydrobenzo[d]isothiazole-1,1-dioxide","4-(3-(1,1-dioxidobenzo[d]isothiazol-2(3H)-yl)-5-fluorophenoxy)benzonitrile",380.399,None,45,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Azevedo, Carlos M.G. Watterson, Kenneth R. Wargent, Ed T. Hansen, Steffen V.F. Hudson, Brian D. Kȩpczyńska, Małgorzata A. Dunlop, Julia Shimpukade, Bharat Christiansen, Elisabeth Milligan, Graeme Stocker, Claire J. Ulven, Trond, 2016, J. Med. Chem., 59, 19, 2016, 8868 - 8878, 10.1021/acs.jmedchem.6b00685"
36,2-iodopyridine,"2-(3-fluoro-5-hydroxyphenyl)-2,3-dihydrobenzo[d]isothiazole-1,1-dioxide","2-(3-fluoro-5-(pyridin-2-yloxy)phenyl)-2,3-dihydrobenzo[d]isothiazole-1,1-dioxide",356.377,None,45,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Azevedo, Carlos M.G. Watterson, Kenneth R. Wargent, Ed T. Hansen, Steffen V.F. Hudson, Brian D. Kȩpczyńska, Małgorzata A. Dunlop, Julia Shimpukade, Bharat Christiansen, Elisabeth Milligan, Graeme Stocker, Claire J. Ulven, Trond, 2016, J. Med. Chem., 59, 19, 2016, 8868 - 8878, 10.1021/acs.jmedchem.6b00685"
41,2-hydroxy-9-(2-(4-methylpyridyl))carbazole,C12H12Br2N2,C30H25BrN4O,537.459,"Synthesis of B:The pyrazole derivative A-2Br (250 mg, 0.73 mmol, 1.00 equivalent) was sequentially added to the dry sealed tube.The carbazole derivative OH-Cab-Py-Me (200 mg, 0.73 mmol, 1.00 equivalent),Cuprous iodide (14 mg, 0.07 mmol, 0.10 eq.), 2-picolinic acid (18 mg, 0.15 mmol, 0.20 eq.), potassium phosphate (325 mg, 1.53 mmol, 2.10 eq.), three times with nitrogen, then DMSO (5 mL) . The reaction mixture was stirred at 105 ° C for 3 days. After the reaction was completed, water (40 mL) was added, and ethyl acetate (40 mL) was evaporated, and the mixture was separated, and the aqueous phase was extracted with ethyl acetate (20 mL*2). (Mobile phase petroleum ether: ethyl acetate = 15:1 - 10:1) gave a yellow semi-solid 250 mg, yield 46percent.",46,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,72,105,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Ruisheng Optoelectric Science And Technology (Changzhou) Co., Ltd. Zhejiang University of Technology Li Guijie, 2018, 158, CN108484676"
8,"2,6-Dibromopyridine",4-hydroxybenzotrifluoride,"2,6-bis[4-(trifluoromethyl)phenoxy]pyridine",399.292,None,47,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,100,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Kaida, Hiroyuki Goya, Tsuyoshi Nishii, Yuji Hirano, Koji Satoh, Tetsuya Miura, Masahiro, 2017, Org. Lett., 19, 5, 2017, 1236 - 1239, 10.1021/acs.orglett.7b00323"
29,3-thienyl iodide,3-(4-hydroxyphenyl)propan-1-ol,3-(4-(thiophen-3-yloxy)phenyl)propan-1-ol,234.319,None,47,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,21,120,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Maiti, Debabrata, 2011, Chem. Commun., 47, 29, 2011, 8340 - 8342, 10.1039/c1cc12694f"
20,"4-bromo-2,6-dimethyl-phenol",4-((5-bromo-2-nitropyridin-3-yl)amino)benzonitrile,"4-((5-(4-bromo-2,6-dimethylphenoxy)-2-nitropyridin-3-yl)amino)benzonitrile",439.268,"General procedure: To a solution of different  substituted phenols (1.03mmol), 2-picolinic acid (0.0231g, 0.19mmol), CuI  (0.0179g, 0.094mmol) and K3PO4 (0.4g, 1.9mmol) in DMSO (2mL),  intermediate 4 (0.3g, 0.94mmol) were  added. The reaction flask was evacuated and backfilled with nitrogen for three  times, and the resulting mixture was stirred at 90°C for 24h. Water (20mL)  was added, the precipitate was collected by filtration and dried under reduced  pressure. The precipitate was purified by silica gel column chromatography to  provide the title products 5a1-10.",47.2,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Liu, Zhaoqiang Tian, Ye Liu, Jinghan Huang, Boshi Kang, Dongwei De Clercq, Erik Daelemans, Dirk Pannecouque, Christophe Zhan, Peng Liu, Xinyong, 2017, Eur. J. Med. Chem., 140, 2017, 383 - 391, 10.1016/j.ejmech.2017.07.012"
19,2.6-dimethylphenol,4-((5-bromo-2-nitropyridin-3-yl)amino)benzonitrile,"4-((5-(2,6-dimethylphenoxy)-2-nitropyridin-3-yl)amino)benzonitrile",360.372,"General procedure: To a solution of different  substituted phenols (1.03mmol), 2-picolinic acid (0.0231g, 0.19mmol), CuI  (0.0179g, 0.094mmol) and K3PO4 (0.4g, 1.9mmol) in DMSO (2mL),  intermediate 4 (0.3g, 0.94mmol) were  added. The reaction flask was evacuated and backfilled with nitrogen for three  times, and the resulting mixture was stirred at 90°C for 24h. Water (20mL)  was added, the precipitate was collected by filtration and dried under reduced  pressure. The precipitate was purified by silica gel column chromatography to  provide the title products 5a1-10.",47.3,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Liu, Zhaoqiang Tian, Ye Liu, Jinghan Huang, Boshi Kang, Dongwei De Clercq, Erik Daelemans, Dirk Pannecouque, Christophe Zhan, Peng Liu, Xinyong, 2017, Eur. J. Med. Chem., 140, 2017, 383 - 391, 10.1016/j.ejmech.2017.07.012"
26,2-bromo-pyridine,3-(4-(biphenyl-4-yl)-1H-pyrazol-1-yl)phenol,2-(3-(4-(biphenyl-4-yl)-1H-pyrazol-1-yl)phenoxy)pyridine,389.456,"Synthesis of 2-(3-(4-(biphenyl-4-yl)-1H-pyrazol-1-yl)phenoxy)pyridine Ligand 1aOpy To a dry pressure vessel equipped with a magnetic stir bar was added 3-(4-(biphenyl-4-yl)-1H-pyrazol-1-yl)phenol 3 (624 mg, 2.0 mmol, 1.0 eq), 2-bromopyridine (632 mg, 4.0 mmol, 2.0 eq), CuI (38 mg, 0.2 mmol, 0.1 eq), picolinic acid (49 mg, 0.4 mmol, 0.2 eq) and K3PO4 (849 mg, 4.0 mmol, 2.0 eq). The tube was evacuated and backfilled with nitrogen. This evacuation and backfill procedure was repeated for another two cycles. Then DMSO (12 mL) was added under nitrogen. The mixture was stirred at a temperature of 90-100° C. for 3 days and then cooled down to ambient temperature. Water was added to dissolve the solid. The mixture was extracted with ethyl acetate three times. The combined organic layer was washed with water three times and then dried over sodium sulfate and filtered. The filtrate was concentrated under reduced pressure and the residue was purified through column chromatography on silica gel using hexane/ethyl acetate (10:1) as eluent to obtain the desired product Ligand 1aOpy as a brown solid, 371 mg, 48percent yield. 1H NMR (DMSO-d6, 400 MHz): δ 7.08 (dd, J=8.0, 2.0 Hz, 1H), 7.11 (d, J=8.0 Hz, 1H), 7.15-7.18 (m, 1H), 7.34 (t, J=7.6 Hz, 1H), 7.45 (t, J=7.6 Hz, 2H), 7.55 (t, J=8.0 Hz, 1H), 7.68-7.71 (m, 5H), 7.77-7.81 (m, 3H), 7.86-7.91 (m, 1H), 8.18-8.19 (m, 1H), 8.27 (s, 1H), 9.10 (s, 1H). 13C NMR (DMSO-d6, 100 MHz): δ 111.16, 111.72, 114.08, 118.89, 119.36, 123.88, 124.82, 125.84, 126.43, 127.10, 127.36, 128.93, 130.72, 130.86, 138.29, 138.90, 139.70, 140.36, 140.68, 147.52, 154.82, 162.80.",48,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,72,90 - 100,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Arizona Board of Regents on behlaf of Arizona State University Li, Jian Li, Guijie, 2017, 271, US9818959"
42,α-naphthol,4-Iodoacetophenone,1-(4-(naphthalen-1-yloxy)phenyl)ethan-1-one,262.308,None,48,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Das, Priyabrata Deng, Xiaoyi Zhang, Liang Roth, Michael G. Fontoura, Beatriz M.A. Phillips, Margaret A. De Brabander, Jef K., 2013, ACS Med. Chem. Lett., 4, 6, 2013, 517 - 521, 10.1021/ml300464h"
37,2-hydroxypyridin,2-[2'-(4''-iodophenoxy)ethoxy]tetrahydro-2H-pyrane,4-(pyridin-2-yloxy)phenoxyethyl tetrahydro-2H-pyran-2-yl ether,315.369,None,48,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,None,None,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Chao, María N. Matiuzzi, Carolina Exeni Storey, Melissa Li, Catherine Szajnman, Sergio H. Docampo, Roberto Moreno, Silvia N. J. Rodriguez, Juan B., 2015, ChemMedChem, 10, 6, 2015, 1094 - 1108, 10.1002/cmdc.201500100"
10,Sesamol,5-(3-bromophenyl)-2-methyl-1H-pyrrole-3-carboxamide,"5-[3-(1,3-benzodioxol-5-yloxy)phenyl]-2-methyl-1H-pyrrole-3-carboxamide",336.347,"Example 160 5-[3-(1,3-benzodioxol-5-yloxy)phenyl]-2-methyl-1H-pyrrole-3-carboxamide Example 150d (40 mg, 0.143 mmol), benzo[d][1,3]dioxol-5-ol (240 mg, 0.859 mmol), copper(I) iodide (27.3 mg, 0.143 mmol), picolinic acid (21.2 mg, 0.172 mmol) and tripotassium phosphate (91.3 mg, 0.430 mmol) were combined in DMSO (3 mL). The reaction mixture was heated by microwave at 150° C. for 45 minutes. The crude material was filtered, and the eluant was concentrated and purified by reverse phase HPLC (C8(2), 5 μM 100 Å column, 10-100percent acetonitrile and 0.1percent TFA in water) to afford the title compound (0.0237 g, 49percent). 1H NMR (400 MHz, DMSO-d6) δ 7.30-7.37 (m, 2H), 7.20 (s, 1H), 6.92 (d, J=8.54 Hz, 1H), 6.87 (d, J=2.75 Hz, 1H), 6.71-6.75 (m, 2H), 6.51 (dd, J=8.54, 2.44 Hz, 1H), 6.03 (s, 2H), 2.45 (s, 3H). MS (ESI+) m/z 337 (M+H)+.",49,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,0.75,150,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Hasvold, Lisa A. Pratt, John McDaniel, Keith F. Sheppard, George S. Liu, Dachun Elmore, Steven W. Hubbard, Robert D., 2014, US2014/275079"
7,"(4-bromophenyl)(1,1-difluoroethyl)sulfane",cyclohexanol,C14H18F2OS,272.359,None,49,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,100,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Tomita, Ren Al-Maharik, Nawaf Rodil, Andrea Bühl, Michael O'Hagan, David, 2018, Org. Biomol. Chem., 16, 7, 2018, 1113 - 1117, 10.1039/c7ob02987j"
20,"3-bromo-5-iodo-1,1'-biphenyl",5-bromo-biphenyl-3-ol,C24H16Br2O,480.198,"4.2 g (17.0 mmol) of Intermediate 2-4, 6.1 g (17.0 mmol) of 3-bromo-5-iodo-1,1'-biphenyl, and 80 ml of dimethyl sulfoxide (DMSO) were mixed, and 0.6 g (3.4 mmol) of CuI, 0.8 g (6.8 mmol) of pyridine-2-carboxylic acid, and 7.2 g (34.0 mmol) of K3PO4 were added thereto. The reaction mixture was then heated under reflux at a temperature of 120°C. for 18 hours. After the reaction was completed, the organic layer was extracted therefrom by using ethyl acetate and water, dried by using magnesium sulfate, distilled under reduced pressure, and purified by liquid chromatography to obtain 4.1 g (8.5 mmol, yield: 50%) of Intermediate 2-3. LC-MS m/z=479 (M+H)+.",50,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,18,120,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"Samsung Electronics Co., Ltd. Choi, Jongwon CHO, Yongsuk KOO, Hyun PARK, Bumwoo LEE, Sunghun ISHIHARA, Shingo KWAK, Yoonhyun KWON, Ohyun, 2019, 138, US2019/194237"
7,4-(benzyloxy)-3-hydroxy-5-methoxybenzaldehyde,4-bromo-benzaldehyde,4-(benzyloxy)-3-(4-formylphenoxy)-5-methoxybenzaldehyde,362.382,"General procedure: A round bottom flask containing a stir bar was charged with copper (I) iodide(0.2 equiv.), picolinic acid (0.4equiv.), phenol 2 (1 equiv.), K3PO4(2 equiv.) and the adequat aryl halide (1.1 equiv.). The flask was thenevacuated and back-filled with argon three times. DMSO was added and thereaction mixture was stirred in a preheated oil bath at 100C for 24h. Aftercooling to room temperature, waterwas added and the aqueous layer was extracted with EtOAc. The combined organic layers were washed with brine,dried over MgSO4, filtrated and concentrated. The resultingresidue was purified by column chromatography on silica gel (eluting withEtOAc/ petroleum ether).",50,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,100,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Vanucci-Bacqué, Corinne Chaabouni, Slim Fabing, Isabelle Bedos-Belval, Florence Baltas, Michel, 2014, Tetrahedron Lett., 55, 2, 2014, 528 - 530, 10.1016/j.tetlet.2013.11.089"
23,C19H20N2O4,1-iodo-3-(trifluoromethoxy)benzene,"5-benzyl-3-(3-hydroxypropyl)-1-methyl-6-(3-(trifluoromethoxy)phenoxy) quinazoline-2,4(1H,3H)-dione",500.474,"Step 8  5-benzyl-3-(3-hydroxypropyl)-1-methyl-6-(3-(trifluoromethoxy)phenoxy)quinazoline-2,4(1H,3H)-dione To a solution of 5-benzyl-6-hydroxy-3-(4-hydroxybutyl)-l-methylquinazoline-2,4 (1H,3H)- dione (14 mg, 0.041 mmol) in DMSO (2 mL) was added l-iodo-3-(trifluoromethoxy)benzene (24 mg, 0.082 mmol), K2P04 (17 mg, 0.082 mmol), picolinic acid (1 mg, 0.004 mmol) and Cul (1 mg, 0.004 mmol). The reaction was heated at 80°C for 18 h, cooled to RT and diluted with EA (20 mL) and water (10 mL). The organic layer was dried over Na2SC>4 and concentrated to give a residue which was purified by Prep TLC eluted with PE/EA (1 : 1) to give 5-benzyl-3-(3- hydroxypropyl)-l-methyl-6-(3-(trifluoromethoxy)phenoxy) quinazoline-2,4(lH,3H)-dione (8 mg, 50percent yield) as a white solid. 1H NMR (CD3OD) δ: 7.47-7.43 (m, 2H), 7.35 (t, J = 8.0 Hz,  (0280) 1H), 7.13-7.06 (m, 5H), 6.97-6.95 (m, 1H), 6.81-6.80 (m, 1H), 6.67 (s, 1H), 4.80 (s, 2H), 4.15 (t, J = 7.2 Hz, 2H), 3.65 (s, 3H), 3.61 (t, J = 3.2 Hz, 2H), 1.90-1.85 (m, 2H). LCMS: MH+ 501 and TR = 3.175 min.",50,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,18,80,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"HYDRA BIOSCIENCES, INC. BOEHRINGER INGELHEIM INTERNATIONAL GMBH CHENARD, Bertrand L. GALLASCHUN, Randall J., 2016, 73, WO2016/23826"
28,2-(9-(3-bromophenyl)-9H-fluoren-9-yl)pyridine,3-(9-(pyridin-2-yl)-9H-fluoren-9-yl)phenol,"2,2'-((oxybis(3,1-phenylene))bis(9H-fluorene-9,9-diyl))dipyridine",652.795,"Synthesis of 2,2'-((oxybis(3,1-phenylene))bis(9H-fluorene-9,9-diyl))dipyridine In a 100 mL round-bottomed flask was added 2-(9-(3-bromophenyl)-9H-fluoren-9-yl)pyridine (2.42 g, 6.08 mmol), 3-(9-(pyridin-2-yl)-9H-fluoren-9-yl)phenol (2.038 g, 6.08 mmol), copper(I) iodide (0.231 g, 1.215 mmol), picolinic acid (0.299 g, 2.430 mmol), potassium phosphate (2.58 g, 12.15 mmol) and DMSO (50 mL) to give a brown solution. The reaction mixture was heated to 120° C. for 16 hours. The reaction was diluted with 10percent lithium chloride solution and extracted with EtOAc. The organic portion was evaporated to dryness and the residue was subjected to column chromatography (SiO2, 30percent EtOAc in hexanes) to yield the desired product. (2 g, 50percent)",50,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,16,120,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Patent,"UNIVERSAL DISPLAY CORPORATION Tsai, Jui-Yi Kottas, Gregg Brooks, Jason Yeager, Walter Ansari, Nasrin Barron, Edward Xia, Chuanjun, 2016, 126, US9461254"
33,3-iodochlorobenzene,5-amino-2-chlorophenol,4-chloro-3-(3-chlorophenoxy)aniline,254.116,None,50,1,potassium phosphate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,24,80 - 90,2-Picolinic acid | potassium phosphate | copper(I) iodide,None,Article,"Jorgensen, William L. Bollini, Mariela Thakur, Vinay V. Domaoal, Robert A. Spasov, Krasimir A. Anderson, Karen S., 2011, J. Am. Chem. Soc., 133, 39, 2011, 15686 - 15696, 10.1021/ja2058583"
47,"1,3-Diiodobenzene",3-Iodophenol,"3,3’-oxybis(iodobenzene)",422.004,"A mixture of 3-iodophenol (10 g, 45.4 mmol, 1 equiv), 1,3-diiodobenzene (30 g, 90.8 mmol, 2 equiv), copper (I) iodide (1.7 g, 9.1 mmol, 0.2 equiv), potassium phosphate (19.2 g, 90.8 mmol, 2 equiv), andpicolinic acid (2.2 g, 18.2 mmol, 0.4 equiv) in methyl sulfoxide (500 mL) was sparged with nitrogen for 15 minutes. The slurry was stirred at 90° C. for 5 hours. The resulting mixture was cooled and poured into ice water (400 mL) and MTBE (100 mL). The layers were separated and the aqueous layer was extracted twice with MTBE (300 mL). The combined organic layers were filtered through a pad of Celite (silica gel) and concentrated under reduced pressure. The residue was purified by column chromatography to give 3,3'-Oxybis(iodobenzene) (47) as a white solid (9.7 g, 51percent yield).",51,1,None,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,5,90,2-Picolinic acid | copper(I) iodide,None,Patent,"Universal Display Corporation Jiketi, Geja Bruce, Jason Bieos, Scot Thompson, Nicholas J., 2016, 203, KR2016/1679"
48,"3-(1-(2,6-diisopropylphenyl)-1H-imidazol-2-yl)-5-methylphenol","2-(3-bromo-5-methyl)-1-(2,6-diisopropylphenyl)-1H-imidazole","2,2'-(oxybis(3-methyl-5,1-phenylene))bis(1-(2,6-diisopropylphenyl)-1H-imidazole)",650.907,"To a 125 mL 3-neck round bottom flask was added 3-(l-(2,6- diisopropylphenyl)-lH-imidazol-2-yl)-5-methylphenol (0.979 g, 2.93 mmol), 2-(3-bromo-5- methylphenyl)-l-(2,6-diisopropylphenyl)-lH-imidazole (1.28 g, 3.22 mmol), picolinic acid (0.541 g, 4.39 mmol), copper(I) iodide (0.167 g, 0.879 mmol), potassium phosphate tribasic monohydrate (2.360 g, 10.25 mmol), and 50 mL DMSO. Nitrogen was bubbled directly into the mixture and was heated to 200 °C overnight under nitrogen. The reaction mixture was diluted with ethyl acetate and water. The mixture was filtered through Celite.(R). and washed with ethyl acetate and water. The layers were separated and the aqueous layer was extracted with ethyl acetate. The organic layers were washed with brine, dried over magnesium sulfate, filtered, and evaporated leaving a residue. The residue was purified by column chromatography eluting with 30percent) ethyl acetate/hexane to ethyl acetate to give desired product (0.98 g, 51percent).",51,1,potassium phosphate monohydrate,2-Picolinic acid,copper(I) iodide,dimethyl sulfoxide,None,200,2-Picolinic acid | copper(I) iodide | potassium phosphate monohydrate,None,Patent,"UNIVERSAL DISPLAY CORPORATION XIA, Chuanjin YEAGER, Walter LI, David Zenan FIORDELISIO, James MA, Bin ELSHENAWY, Zeinab LAYEK, Suman BARRON, Edward KOTTAS, Gregg BROOKS, Jason, 2012, WO2012/116231"
