Index,Reactant 1,Reactant 2,Product,Product MW,Procedure,Yield (%),Steps,Reagent(s),Ligand(s),Catalyst(s),Solvent(s),Time (h),Temperature (°C),All Reagents,All Catalysts,Reference Type,Reference
21,C13H16IN5O2,phenylmethanethiol,C20H23N5O2S,397.501,"j00381j To the mixture of 15 (1.00 g, 2.49 mmol, 1.00 eq), CuT (213 mg, 1.12 mmol, 0.45 eq), 1,10-phenanthroline (202 mg, 1.12 mmol, 0.45 eq) and Cs2CO3 (1.22 g, 3.74 mmol,1.50 eq) was added toluene (20.0 mL) and phenylmethanethiol (3.09 g, 24.9 mmol, 2.92 mL,10.0 eq). The mixture was stirred at 80°C under N2 atmosphere for 12 h. To the mixture was added water (10 mL) and ethyl acetate (20 mL). The two phases were separated and the aqueous phase was extracted with ethyl acetate (3 x 20 mL). The organic phases were combined, dried over anhydrous Na2504, filtered and concentrated. To the residue was added petroleum (20 mL) and ethyl actetate (3 mL). The mixture was stirred at 15°C for 30 mm. During this time a pink solid precipitated. The solid was filtered and further purified via prepHPLC to give compound 67(520mg, 1.31 mmol, 52percent yield) as a yellow solid. ‘H NMR (400MHz, DMSO-d6) ö= 7.30- 7.16(m, 6H), 7.01 (s, 1H), 6.40(br. s., 2H), 5.85 (s, 2H).",52,1,caesium carbonate,"1,10-Phenanthroline",copper(I) iodide,toluene,12,80,"copper(I) iodide | 1,10-Phenanthroline | caesium carbonate",None,Patent,"AFFERENT PHARMACEUTICALS INC. HAWLEY, Ronald Charles IBRAHIM, Prabha FORD, Anthony, P. GEVER, Joel, R., 2017, 171, WO2017/160569"
29,"3,5-bis(trifluoromethyl)iodobenzene",para-thiocresol,"(3,5-bis(trifluoromethyl)phenyl)(p-tolyl)sulfane",336.301,None,54,1,None,"1,10-Phenanthroline",copper(I) iodide,1-methyl-pyrrolidin-2-one | methanol,36,25,"copper(I) iodide | 1,10-Phenanthroline",None,Article,"Huang, Yao-Bing Yang, Chu-Ting Yi, Jun Deng, Xiao-Jian Fu, Yao Liu, Lei, 2011, J. Org. Chem., 76, 3, 2011, 800 - 810, 10.1021/jo101917x"
25,iodobenzene,4-(8-mercapto-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purin-9-yl)cyclohexan-1-ol,"2-(4-(4-methyl-1-piperazinyl)phenylamino)-8-phenylthio-9-(1R,4R-4-hydroxycyclohexyl)-9H-purine",515.682,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",55.2,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
28,1-Fluoro-3-iodobenzene,2-((4-(2-(dimethylamino)ethoxy)phenyl)amino)-9-(tetrahydro-2H-pyran-4-yl)-9H-purine-8-thiol,N-(4-(2-(dimethylamino)ethoxy)phenyl)-8-((3-fluorophenyl)thio)-9-(tetrahydro-2H-pyran-4-yl)-9H-purin-2-amine,508.62,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",55.2,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
26,iodobenzene,2-((4-((2-(dimethylamino)ethyl)(methyl)amino)phenyl)amino)-9-(tetrahydro-2H-pyran-4-yl)-9H-purine-8-thiol,"N1-(2-(dimethylamino)ethyl)-N1-methyl-N4-(8-(phenylthio)-9-(tetrahydro-2H-pyran-4-yl)-9H-purin-2-yl)benzene-1,4-diamine",503.671,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",55.3,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
37,3-iodopyridine,"N-[4-methyl-5-(2-sulfanyl-1,3-oxazol-5-yl)-1,3-thiazol-2-yl]acetamide",C14H12N4O2S2,332.407,None,56,1,sodium t-butanolate,"1,10-Phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",None,100,"copper(I) iodide | 1,10-Phenanthroline | sodium t-butanolate",None,Article,"Oka, Yusuke Yabuuchi, Tetsuya Fujii, Yasuyuki Ohtake, Hidenori Wakahara, Shunichi Matsumoto, Kayo Endo, Mayumi Tamura, Yunoshin Sekiguchi, Yoshinori, 2012, Bioorg. Med. Chem. Lett., 22, 24, 2012, 7534 - 7538, 10.1016/j.bmcl.2012.10.028"
37,iodobenzene,2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9-(tetrahydro-2H-pyran-4-yl)-9H-purine-8-thiol,N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9-(tetrahydro-2H-pyran-4-yl)-9H-purin-2-amine,501.655,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",56.7,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
37,iodobenzene,2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9-(tetrahydro-2H-pyran-4-yl)-9H-purine-8-thiol,N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9-(tetrahydro-2H-pyran-4-yl)-9H-purin-2-amine,501.655,"Add B1 (0.20g). To a 25mL round-bottom flask, iodobenzene (80 L), cuprous iodide (6.7mg), potassium carbonate (0.20g), 1,10- phenanthroline (13.0 mg) and DMSO ( 5 mL), the mixture under argon protection, stirred magnetically at 140  24h, cooled to room temperature, 25mL of dichloromethane, washed three times to remove the DMSO.The organic phase was evaporated to dryness under reduced pressure, the residue was silica gel column chromatography (dichloromethane: methanol = 20: 1), recrystallized from ethanol to give Compound 1 (60.3 mg), yield 56.7percent.",56.7,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Patent,"Xi'an Jiaotong University Zhang Sanqi Hei Yuanyuan Zhang Hao Wang Jin Cao Yongxiao Xin Minxing Lv Shemin, 2018, 18, CN107892691"
24,iodobenzene,9-cyclopentyl-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purine-8-thiol,9-cyclopentyl-N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9H-purin-2-amine,485.656,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",57.6,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
6,4-iodobenzonitrile,para-thiocresol,(4-cyanophenyl)(4-methylphenyl)sulfide,225.314,None,58,2,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,toluene | toluene,0.5 | 2,130,"potassium carbonate | copper(I) iodide | 1,10-Phenanthroline",None,Article,"Le, Thuy G. Kundu, Abhijit Ghoshal, Atanu Nguyen, Nghi H. Preston, Sarah Jiao, Yaqing Ruan, Banfeng Xue, Lian Huang, Fei Keiser, Jennifer Hofmann, Andreas Chang, Bill C. H. Garcia-Bustos, Jose Wells, Timothy N. C. Palmer, Michael J. Jabbar, Abdul Gasser, Robin B. Baell, Jonathan B., 2019, J. Med. Chem., 62, 2, 2019, 1036 - 1053, 10.1021/acs.jmedchem.8b01789"
23,iodobenzene,9-(cyclopropylmethyl)-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purine-8-thiol,9-(cyclopropylmethyl)-N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9H-purin-2-amine,471.629,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid",58.3,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
27,iodobenzene,2-((4-((1-methylpiperidin-4-yl)oxy)phenyl)amino)-9-(tetrahydro-2H-pyran-4-yl)-9H-purine-8-thiol,N-(4-((1-methylpiperidin-4-yl)oxy)phenyl)-8-(phenylthio)-9-(tetrahydro-2H-pyran-4-yl)-9H-purin-2-amine,516.667,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",59.6,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
12,2-bromothiophene,C12H18N4S,thiophen-2-yl N-bis(dimethylamino)methylene-N'-phenylcarbamimidothioate,332.494,"General procedure: A mixture of 2 (1–1.5 mmol) and 3 (1 mmol) was stirred in DMF (2 mL) for 30 min. Next, a mixture of aryl halide (1 mmol), CuI (0.1 mmol), 1,10-phenanthroline (0.1 mmol), and K2CO3 (1.5 mmol) in DMF (3 mL) was slowly added and the resulting mixture stirred at 110 °C, under an N2 atmosphere. After completion of the reaction [about 10 h TLC (EtOAc/hexane, 1:5) monitoring], the mixture was diluted with CH2Cl2 (2 mL) and aqueous NH4Cl solution (3 mL), stirred for 30 min, and the layers separated. The aqueous layer was extracted with CH2Cl2 (3  3 mL) and the combined organic fractions dried (Na2SO4) and concentrated under reduced pressure. The residue was purified by flash column chromatography [silica gel (230–400 mesh Merck), hexane/EtOAc,5:1] to give the product.",60,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",10,110,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Yavari, Issa Nematpour, Manijeh Damghani, Tahereh, 2014, Tetrahedron Lett., 55, 7, 2014, 1323 - 1325, 10.1016/j.tetlet.2014.01.006"
42,meta-bromotoluene,C12H18N4S,m-tolyl N-bis(dimethylamino)methylene-N'-phenylcarbamimidothioate,340.492,"General procedure: A mixture of 2 (1–1.5 mmol) and 3 (1 mmol) was stirred in DMF (2 mL) for 30 min. Next, a mixture of aryl halide (1 mmol), CuI (0.1 mmol), 1,10-phenanthroline (0.1 mmol), and K2CO3 (1.5 mmol) in DMF (3 mL) was slowly added and the resulting mixture stirred at 110 °C, under an N2 atmosphere. After completion of the reaction [about 10 h TLC (EtOAc/hexane, 1:5) monitoring], the mixture was diluted with CH2Cl2 (2 mL) and aqueous NH4Cl solution (3 mL), stirred for 30 min, and the layers separated. The aqueous layer was extracted with CH2Cl2 (3  3 mL) and the combined organic fractions dried (Na2SO4) and concentrated under reduced pressure. The residue was purified by flash column chromatography [silica gel (230–400 mesh Merck), hexane/EtOAc,5:1] to give the product.",65,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",10,110,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Yavari, Issa Nematpour, Manijeh Damghani, Tahereh, 2014, Tetrahedron Lett., 55, 7, 2014, 1323 - 1325, 10.1016/j.tetlet.2014.01.006"
30,2-amino-3-chloro-pyridine-4-thiol,"methyl 6-bromo-3-[(3S,4S)-4-(tert-butoxycarbonylamino)-3-methyl-2-oxa-8-azaspiro[4.5]decan-8-yl]pyridine-2-carboxylate","methyl 6-[(2-amino-3-chloro-4-pyridyl)sulfanyl]-3-[(3S,4S)-4-(tert-butoxycarbonylamino)-3-methyl-2-oxa-8-azaspiro[4.5]decan-8-yl]pyridine-2-carboxylate",564.105,"To a solution of methyl 6-bromo-3-[(3<S,,  )S)-4-(ieri-butoxycarbonylamino)-3-methyl-  2-oxa-8-azaspiro[4.5]decan-8-yl]pyridine-2-carboxylate (184 mg, 380 umol) in  1,4-dioxane (2 mL) was added 2-amino-3-chloro-pyridine-4-thiol (73 mg, 456  umol), 1 , 10-Phenanthroline (14 mg, 76 umol), Cul (7 mg, 38 umol) and K3PO4  (161 mg, 760 umol) at 20 °C, and the mixture was degassed with N2. The reaction  mixture was heated to 140 °C for 1 hr under N2. The reaction mixture was  filtered and concentrated under reduced pressure. The resulting residue was  purified by prep-HPLC to afford methyl  6-[(2-amino-3-chloro-4-pyridyl)sulfanyl]-3-[(3,S', )S -4-(fert-  butoxycarbonylamino)-3-methyl-2-oxa-8-azaspiro[4.5]decan-8-yl]pyridine-2-carboxylate  (140 mg, 65 percent yield) as a white solid. LCMS (ESI): m/z: [M +H] calculated for  C26H35CIN5O5S: 564.2 found 564.3.",65,1,potassium phosphate,"1,10-Phenanthroline",copper(I) iodide,"1,4-dioxane",1,140,"potassium phosphate | copper(I) iodide | 1,10-Phenanthroline",None,Patent,"REVOLUTION MEDICINES, INC. LI, Jie Jack KOLTUN, Elena S. GILL, Adrian Liam BUCKL, Andreas WON, Walter AAY, Naing MELLEM, Kevin TZITZILONIS, Christos JOGALEKAR, Ashutosh CREGG, James Joseph, 2019, 177, WO2019/75265"
35,1-Naphthalenethiol,iodobenzene,1-naphthyl phenyl sulfide,236.337,None,65,1,None,"1,10-Phenanthroline",copper(I) iodide,1-methyl-pyrrolidin-2-one | methanol,36,25,"copper(I) iodide | 1,10-Phenanthroline",None,Article,"Huang, Yao-Bing Yang, Chu-Ting Yi, Jun Deng, Xiao-Jian Fu, Yao Liu, Lei, 2011, J. Org. Chem., 76, 3, 2011, 800 - 810, 10.1021/jo101917x"
30,2-dimethylamino-5-iodopyrimidine,phenylmethanethiol,"5-S-benzylthio-2-N,N-dimethylaminopyrimidine",245.348,None,65,1,cesium bicarbonate,"1,10-Phenanthroline",copper(I) iodide,toluene,24,110,"copper(I) iodide | 1,10-Phenanthroline | cesium bicarbonate",None,Article,"Nara, Susheel J. Jha, Mukund Brinkhorst, Johan Zemanek, Tony J. Pratt, Derek A., 2008, J. Org. Chem., 73, 23, 2008, 9326 - 9333, 10.1021/jo801501e"
9,iodobenzene,p-Chlorothiophenol,phenyl p-chlorophenyl sulfide,220.722,None,66,1,None,"1,10-Phenanthroline",copper(I) iodide,1-methyl-pyrrolidin-2-one | methanol,36,25,"copper(I) iodide | 1,10-Phenanthroline",None,Article,"Huang, Yao-Bing Yang, Chu-Ting Yi, Jun Deng, Xiao-Jian Fu, Yao Liu, Lei, 2011, J. Org. Chem., 76, 3, 2011, 800 - 810, 10.1021/jo101917x"
22,iodobenzene,9-isopropyl-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purine-8-thiol,9-isopropyl-N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9H-purin-2-amine,459.618,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid. 4.1.2.1. 9-Isopropyl-N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9H-purin-2-amine (C1). Off-white solid Yield 66.7percent mp190.1–191.2 C 1H NMR (400 MHz, CDCl3) d 8.68 (s, 1H, Ar-H),7.56 (t, J = 6.1 Hz, 2H, Ar-H), 7.48 (dt, J = 8.6, 2.3 Hz, 2H, Ar-H),7.43–7.34 (m, 3H, Ar-H), 7.34–7.30 (m, 1H, NH), 6.97 (d, J = 9.0Hz, 2H, Ar-H), 4.98–4.82 (m, 1H, CH), 3.24–3.19 (m, 4H, CH22),2.66–2.61 (m, 4H, CH22), 2.39 (s, 3H, CH3), 1.63 (d, J = 6.9 Hz,6H, CH32). 13C NMR (100 MHz, CDCl3) d 155.9, 153.8, 148.6,146.8, 132.8, 131.7 (2C), 130.8, 129.6 (2C), 129.1, 128.5, 120.3(2C), 116.9 (2C), 55.2 (2C), 49.9 (2C), 49.3, 46.1, 20.7 (2C). MS(ESI, m/z): 415.6 [M+H]+.",66.7,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
43,m-nitrobromobenzene,C12H18N4S,3-nitrophenyl N-bis(dimethylamino)methylene-N'-phenylcarbamimidothioate,371.463,"General procedure: A mixture of 2 (1–1.5 mmol) and 3 (1 mmol) was stirred in DMF (2 mL) for 30 min. Next, a mixture of aryl halide (1 mmol), CuI (0.1 mmol), 1,10-phenanthroline (0.1 mmol), and K2CO3 (1.5 mmol) in DMF (3 mL) was slowly added and the resulting mixture stirred at 110 °C, under an N2 atmosphere. After completion of the reaction [about 10 h TLC (EtOAc/hexane, 1:5) monitoring], the mixture was diluted with CH2Cl2 (2 mL) and aqueous NH4Cl solution (3 mL), stirred for 30 min, and the layers separated. The aqueous layer was extracted with CH2Cl2 (3  3 mL) and the combined organic fractions dried (Na2SO4) and concentrated under reduced pressure. The residue was purified by flash column chromatography [silica gel (230–400 mesh Merck), hexane/EtOAc,5:1] to give the product.",69,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",10,110,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Yavari, Issa Nematpour, Manijeh Damghani, Tahereh, 2014, Tetrahedron Lett., 55, 7, 2014, 1323 - 1325, 10.1016/j.tetlet.2014.01.006"
23,iodobenzene,9-cyclopropyl-2-((4-(4-methylpiperazin-1-yl)phenyl)amino)-9H-purine-8-thiol,9-cyclopropyl-N-(4-(4-methylpiperazin-1-yl)phenyl)-8-(phenylthio)-9H-purin-2-amine,457.602,"General procedure: The mixture of B (0.52 mmol), iodobenzene (80 mL, 0.78 mmol),CuI (8.2 mg, 0.026 mmol), 1,10-phenanthroline (16.3 mg, 0.052mmol), K2CO3 (160.4 mg, 1.04 mmol) and DMSO (5 mL) was stirredat 140 C for 24 h under argon atmosphere, cooled to room temperature.To the mixture was added 20 mL of DCM. The organic phasewas washed three times with water, and dried over Na2SO4, filtered,concentrated in vacuum. The residue was purified by columnchromatography on silica gel using DCM/MeOH = 10:1 (V/V) as theeluent to afford the compound C as a solid.",69.7,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,dimethyl sulfoxide,24,140,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Hei, Yuan-Yuan Shen, Ying Wang, Jin Zhang, Hao Zhao, Hong-Yi Xin, Minhang Cao, Yong-Xiao Li, Yan Zhang, San-Qi, 2018, Bioorg. Med. Chem., 26, 8, 2018, 2173 - 2185, 10.1016/j.bmc.2018.03.025"
35,"2,3-dichlorobenzenethiol",5-bromo-2-iodo-3-((4-methoxybenzyl)oxy)pyrazine,"5-bromo-2-((2,3-dichlorophenyl)thio)-3-((4-methoxybenzyl)oxy)pyrazine",472.189,"To a solution of 5-bromo-2-iodo-3-((4-methoxybenzyl)oxy)pyrazine (2.30 g, 5.46  mmol, 1 equiv) and 2,3-dichlorobenzenethiol (978 mg, 5.46 mmol, 1 equiv) in  dioxane (20 mL) at 25 °C was added Cul (104 mg, 546 μιηο, 0.10 equiv),  K3P04 (1.39 g, 6.55 mmol, 1.2 equiv) and 1,  10-phenanthroline (98.4 mg, 546 μιηο, 0.10 equiv). The resulting mixture was  then warmed to 70 °C and stirred for 3 hours. After this time, the reaction  mixture was diluted with H20 (10 mL), and the resulting biphasic  mixture was extracted with EtOAc (3 x 10 mL). The combined organic extracts were  washed with brine (30 mL), dried over Na2S04, filtered,  and concentrated under reduced pressure. The crude residue was purified by  silica gel chromatography to give  5-bromo-2-((2,3-dichlorophenyl)thio)-3-((4-methoxybenzyl)oxy) pyrazine (1.80 g,  3.81 mmol, 69.8percent yield) as a white solid. 1H NMR (400 MHz, chloroform- ) δ 7.92  (s, 1H), 7.52 - 7.47 (m, 2 H), 7.41 - 7.39 (m, 2 H), 7.21 - 7.17 (m, 1 H), 6.92  - 6.90 (m, 2H), 5.39 (s, 2H), 3.81 (s, 3H).",69.8,1,potassium phosphate,"1,10-Phenanthroline",copper(I) iodide,"1,4-dioxane",None,None,"potassium phosphate | copper(I) iodide | 1,10-Phenanthroline",None,Patent,"REVOLUTION MEDICINES, INC. JOGALEKAR, Ash WON, Walter KOLTUN, Elena S. GILL, Adrian MELLEM, Kevin AAY, Naing BUCKL, Andreas SEMKO, Christopher KISS, Gert, 2018, 496, WO2018/13597"
47,2-bromothiophene,(bis(dimethylamino)methylene)carbamodithioic acid,2-thienyl bis(dimethylamino)methylenecarbamodithioate,273.447,"General procedure: A mixture of 2 (1–1.5 mmol) and 3 (1 mmol) was stirred in DMF (2 mL) for 30 min. Next, a mixture of aryl halide (1 mmol), CuI (0.1 mmol), 1,10-phenanthroline (0.1 mmol), and K2CO3 (1.5 mmol) in DMF (3 mL) was slowly added and the resulting mixture stirred at 110 °C, under an N2 atmosphere. After completion of the reaction [about 10 h TLC (EtOAc/hexane, 1:5) monitoring], the mixture was diluted with CH2Cl2 (2 mL) and aqueous NH4Cl solution (3 mL), stirred for 30 min, and the layers separated. The aqueous layer was extracted with CH2Cl2 (3  3 mL) and the combined organic fractions dried (Na2SO4) and concentrated under reduced pressure. The residue was purified by flash column chromatography [silica gel (230–",70,1,potassium carbonate,"1,10-Phenanthroline",copper(I) iodide,"N,N-dimethyl-formamide",10,110,"copper(I) iodide | 1,10-Phenanthroline | potassium carbonate",None,Article,"Yavari, Issa Nematpour, Manijeh Damghani, Tahereh, 2014, Tetrahedron Lett., 55, 7, 2014, 1323 - 1325, 10.1016/j.tetlet.2014.01.006"
